 zert01                -4.2905563354E+01    
 zert02                -5.7080783844E+01    
 zert03                -6.8428977966E+01    
 zert04                -7.7518264771E+01    
 zert05                -8.3902839661E+01    
 zert06                -8.7314781189E+01    
 zert07                -9.1360420227E+01    
 zert08                -8.6247924805E+01    
 zert09                -8.2915267944E+01    
 zert10                -7.8290870667E+01    
 zert11                -5.3294273376E+01    
 zert12                -4.0496749878E+01    
 zert13                -4.1326580048E+01    
 zert14                -5.7451934814E+01    
 zert15                -6.7070777893E+01    
 zert16                -7.3302001953E+01    
 zert17                -7.8241462708E+01    
 zert18                -8.0609458923E+01    
 zert19                -8.1454597473E+01    
 zert20                -7.8972770691E+01    
 zert21                -7.3534622192E+01    
 zert22                -5.8560401917E+01    
 zert23                -5.1036891937E+01    
 zert24                -4.6250495911E+01    
 zert25                -6.2246158600E+01    
 zert26                -7.0722640991E+01    
 zert27                -7.6654312134E+01    
 zert28                -8.1296333313E+01    
 zert29                -8.3448944092E+01    
 zert30                -8.4705635071E+01    
 zert31                -8.3691848755E+01    
 zert32                -8.1299530029E+01    
 zert33                -7.9234359741E+01    
 zert34                -7.6018859863E+01    
 zert35                -6.9204414368E+01    
 zert36                -6.1353252411E+01    
 zert37                -5.0190101624E+01    
 zert38                -3.8177207947E+01    
 zert39                -4.9453811646E+01    
 zert40                -6.6026916504E+01    
 zert41                -7.5182891846E+01    
 zert42                -8.2638580322E+01    
 zert43                -8.7697731018E+01    
 zert44                -9.0433609009E+01    
 zert45                -9.2169128418E+01    
 zert46                -9.2332199097E+01    
 zert47                -9.1211753845E+01    
 zert48                -8.8673233032E+01    
 zert49                -8.4902801514E+01    
 zert50                -7.7852485657E+01    
 zert51                -7.2844726562E+01    
 zert52                -6.5359794617E+01    
 zert53                -5.4657714844E+01    
 zert54                -5.0716053009E+01    
 zert55                -6.3206066132E+01    
 zert56                -7.1550598145E+01    
 zert57                -7.7404022217E+01    
 zert58                -8.3928115845E+01    
 zert59                -8.8088729858E+01    
 zert60                -9.0710784912E+01    
 zert61                -9.1981002808E+01    
 zert62                -8.9112022400E+01    
 zert63                -7.1196510315E+01    
 zert64                -6.3667583466E+01    
 zert65                -5.5354618073E+01    
 zert66                -4.0336776733E+01    
 zert67                -4.6126018524E+01    
 zert68                -5.7705795288E+01    
 zert69                -6.7688636780E+01    
 zert70                -7.3607894897E+01    
 zert71                -7.8456336975E+01    
 zert72                -8.2101791382E+01    
 zert73                -8.4603431702E+01    
 zert74                -8.5236732483E+01    
 zert75                -3.9584125519E+01    
 zert76                -5.5706802368E+01    
 zert77                -6.6771553040E+01    
 zert78                -7.4444229126E+01    
 zert79                -8.1090087891E+01    
 zert80                -4.1806991577E+01    
 zert81                -5.2303833008E+01    
 zert82                -5.7843814850E+01    
 zert83                -6.4918342590E+01    
 zert84                -6.9189659119E+01    
 zert85                -7.3113609314E+01    
 zert86                -7.5566070557E+01    
 zert87                -7.6482269287E+01    
