child,parent_1,parent_2,parent_3
GEN=73_MEMBER=685_DE,GEN=40_MEMBER=1186_DE,GEN=59_MEMBER=245_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=224_DE
GEN=73_MEMBER=686_DE,GEN=55_MEMBER=143_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=216_DE,GEN=49_MEMBER=1445_DE
GEN=73_MEMBER=687_DE,GEN=26_MEMBER=752_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=216_DE,GEN=42_MEMBER=1237_DE
GEN=73_MEMBER=688_DE,GEN=55_MEMBER=143_DE,GEN=43_MEMBER=1266_DE,GEN=26_MEMBER=762_DE,GEN=56_MEMBER=163_DE
GEN=73_MEMBER=689_DE,GEN=40_MEMBER=1186_DE,GEN=26_MEMBER=752_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE
GEN=74_MEMBER=690_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=216_DE,GEN=69_MEMBER=551_DE,GEN=17_MEMBER=502_DE
GEN=74_MEMBER=691_DE,GEN=58_MEMBER=228_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE,GEN=39_MEMBER=1165_DE
GEN=74_MEMBER=692_DE,GEN=26_MEMBER=752_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE,GEN=33_MEMBER=966_DE
GEN=74_MEMBER=693_DE,GEN=55_MEMBER=143_DE,GEN=42_MEMBER=1237_DE,GEN=62_MEMBER=336_DE,GEN=45_MEMBER=1330_DE
GEN=74_MEMBER=694_DE,GEN=59_MEMBER=245_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE,GEN=17_MEMBER=502_DE
GEN=74_MEMBER=695_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE,GEN=35_MEMBER=1039_DE
GEN=74_MEMBER=696_DE,GEN=26_MEMBER=752_DE,GEN=58_MEMBER=224_DE,GEN=45_MEMBER=1330_DE,GEN=51_MEMBER=13_DE
GEN=74_MEMBER=697_DE,GEN=55_MEMBER=143_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=224_DE
GEN=74_MEMBER=698_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=26_MEMBER=752_DE,GEN=62_MEMBER=336_DE
GEN=74_MEMBER=699_DE,GEN=40_MEMBER=1186_DE,GEN=59_MEMBER=245_DE,GEN=33_MEMBER=966_DE,GEN=17_MEMBER=502_DE
GEN=74_MEMBER=700_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=224_DE,GEN=45_MEMBER=1330_DE,GEN=69_MEMBER=551_DE
GEN=74_MEMBER=701_DE,GEN=40_MEMBER=1186_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE,GEN=49_MEMBER=1445_DE
GEN=74_MEMBER=702_DE,GEN=50_MEMBER=1480_DE,GEN=45_MEMBER=1330_DE,GEN=17_MEMBER=502_DE,GEN=51_MEMBER=13_DE
GEN=74_MEMBER=703_DE,GEN=14_MEMBER=403_DE,GEN=39_MEMBER=1165_DE,GEN=52_MEMBER=30_DE,GEN=51_MEMBER=13_DE
GEN=74_MEMBER=704_DE,GEN=30_MEMBER=870_DE,GEN=43_MEMBER=1266_DE,GEN=42_MEMBER=1237_DE,GEN=62_MEMBER=336_DE
GEN=74_MEMBER=705_DE,GEN=55_MEMBER=143_DE,GEN=58_MEMBER=228_DE,GEN=49_MEMBER=1445_DE,GEN=39_MEMBER=1165_DE
GEN=74_MEMBER=706_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=216_DE,GEN=60_MEMBER=276_DE,GEN=33_MEMBER=966_DE
GEN=74_MEMBER=707_DE,GEN=43_MEMBER=1266_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=216_DE,GEN=49_MEMBER=1445_DE
GEN=74_MEMBER=708_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE,GEN=33_MEMBER=966_DE,GEN=56_MEMBER=163_DE
GEN=74_MEMBER=709_DE,GEN=30_MEMBER=870_DE,GEN=59_MEMBER=245_DE,GEN=50_MEMBER=1480_DE,GEN=52_MEMBER=30_DE
GEN=74_MEMBER=710_DE,GEN=30_MEMBER=870_DE,GEN=55_MEMBER=143_DE,GEN=20_MEMBER=588_DE,GEN=51_MEMBER=13_DE
GEN=74_MEMBER=711_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=224_DE
GEN=74_MEMBER=712_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=42_MEMBER=1237_DE
GEN=74_MEMBER=713_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=42_MEMBER=1237_DE,GEN=45_MEMBER=1330_DE
GEN=74_MEMBER=714_DE,GEN=30_MEMBER=870_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=224_DE
GEN=74_MEMBER=715_DE,GEN=58_MEMBER=228_DE,GEN=47_MEMBER=1388_DE,GEN=69_MEMBER=551_DE,GEN=17_MEMBER=502_DE
GEN=74_MEMBER=716_DE,GEN=14_MEMBER=403_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE
GEN=74_MEMBER=717_DE,GEN=30_MEMBER=870_DE,GEN=59_MEMBER=245_DE,GEN=47_MEMBER=1388_DE,GEN=58_MEMBER=224_DE
GEN=74_MEMBER=718_DE,GEN=30_MEMBER=870_DE,GEN=55_MEMBER=143_DE,GEN=20_MEMBER=588_DE,GEN=47_MEMBER=1388_DE
GEN=74_MEMBER=719_DE,GEN=55_MEMBER=143_DE,GEN=59_MEMBER=245_DE,GEN=14_MEMBER=403_DE,GEN=39_MEMBER=1165_DE
GEN=75_MEMBER=720_DE,GEN=30_MEMBER=870_DE,GEN=55_MEMBER=143_DE,GEN=45_MEMBER=1330_DE,GEN=33_MEMBER=966_DE
GEN=75_MEMBER=721_DE,GEN=30_MEMBER=870_DE,GEN=59_MEMBER=245_DE,GEN=20_MEMBER=588_DE,GEN=47_MEMBER=1388_DE
GEN=75_MEMBER=722_DE,GEN=30_MEMBER=870_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=216_DE,GEN=58_MEMBER=224_DE
GEN=75_MEMBER=723_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=228_DE,GEN=26_MEMBER=752_DE,GEN=42_MEMBER=1237_DE
GEN=75_MEMBER=724_DE,GEN=40_MEMBER=1186_DE,GEN=43_MEMBER=1266_DE,GEN=42_MEMBER=1237_DE,GEN=58_MEMBER=224_DE
GEN=75_MEMBER=725_DE,GEN=58_MEMBER=228_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE
GEN=75_MEMBER=726_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=216_DE,GEN=58_MEMBER=224_DE,GEN=45_MEMBER=1330_DE
GEN=75_MEMBER=727_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE,GEN=47_MEMBER=1388_DE,GEN=33_MEMBER=966_DE
GEN=75_MEMBER=728_DE,GEN=55_MEMBER=143_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=224_DE,GEN=17_MEMBER=502_DE
GEN=75_MEMBER=729_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE,GEN=52_MEMBER=30_DE
GEN=75_MEMBER=730_DE,GEN=59_MEMBER=245_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=224_DE,GEN=39_MEMBER=1165_DE
GEN=75_MEMBER=731_DE,GEN=55_MEMBER=143_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE
GEN=75_MEMBER=732_DE,GEN=30_MEMBER=870_DE,GEN=40_MEMBER=1186_DE,GEN=59_MEMBER=245_DE,GEN=49_MEMBER=1445_DE
GEN=75_MEMBER=733_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE,GEN=58_MEMBER=224_DE
GEN=75_MEMBER=734_DE,GEN=30_MEMBER=870_DE,GEN=14_MEMBER=403_DE,GEN=42_MEMBER=1237_DE,GEN=60_MEMBER=276_DE
GEN=75_MEMBER=735_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE,GEN=62_MEMBER=336_DE,GEN=39_MEMBER=1165_DE
GEN=75_MEMBER=736_DE,GEN=30_MEMBER=870_DE,GEN=55_MEMBER=143_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE
GEN=75_MEMBER=737_DE,GEN=55_MEMBER=143_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=224_DE
GEN=75_MEMBER=738_DE,GEN=59_MEMBER=245_DE,GEN=43_MEMBER=1266_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE
GEN=75_MEMBER=739_DE,GEN=40_MEMBER=1186_DE,GEN=20_MEMBER=588_DE,GEN=39_MEMBER=1165_DE,GEN=60_MEMBER=276_DE
GEN=75_MEMBER=740_DE,GEN=59_MEMBER=245_DE,GEN=47_MEMBER=1388_DE,GEN=69_MEMBER=551_DE,GEN=60_MEMBER=276_DE
GEN=75_MEMBER=741_DE,GEN=59_MEMBER=245_DE,GEN=58_MEMBER=216_DE,GEN=49_MEMBER=1445_DE,GEN=45_MEMBER=1330_DE
GEN=75_MEMBER=742_DE,GEN=30_MEMBER=870_DE,GEN=50_MEMBER=1480_DE,GEN=47_MEMBER=1388_DE,GEN=69_MEMBER=551_DE
GEN=75_MEMBER=743_DE,GEN=30_MEMBER=870_DE,GEN=55_MEMBER=143_DE,GEN=14_MEMBER=403_DE,GEN=20_MEMBER=588_DE
GEN=75_MEMBER=744_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE
GEN=75_MEMBER=745_DE,GEN=30_MEMBER=870_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=216_DE,GEN=42_MEMBER=1237_DE
GEN=75_MEMBER=746_DE,GEN=30_MEMBER=870_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE,GEN=69_MEMBER=551_DE
GEN=75_MEMBER=747_DE,GEN=30_MEMBER=870_DE,GEN=58_MEMBER=216_DE,GEN=42_MEMBER=1237_DE,GEN=49_MEMBER=1445_DE
GEN=75_MEMBER=748_DE,GEN=59_MEMBER=245_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE,GEN=45_MEMBER=1330_DE
GEN=75_MEMBER=749_DE,GEN=40_MEMBER=1186_DE,GEN=42_MEMBER=1237_DE,GEN=62_MEMBER=336_DE,GEN=45_MEMBER=1330_DE
GEN=76_MEMBER=750_DE,GEN=30_MEMBER=870_DE,GEN=75_MEMBER=740_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE
GEN=76_MEMBER=751_DE,GEN=43_MEMBER=1266_DE,GEN=26_MEMBER=752_DE,GEN=50_MEMBER=1480_DE,GEN=62_MEMBER=336_DE
GEN=76_MEMBER=752_DE,GEN=30_MEMBER=870_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE,GEN=69_MEMBER=551_DE
GEN=76_MEMBER=753_DE,GEN=14_MEMBER=403_DE,GEN=50_MEMBER=1480_DE,GEN=60_MEMBER=276_DE,GEN=52_MEMBER=30_DE
GEN=76_MEMBER=754_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=216_DE,GEN=59_MEMBER=245_DE
GEN=76_MEMBER=755_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=50_MEMBER=1480_DE,GEN=51_MEMBER=13_DE
GEN=76_MEMBER=756_DE,GEN=26_MEMBER=752_DE,GEN=14_MEMBER=403_DE,GEN=42_MEMBER=1237_DE,GEN=47_MEMBER=1388_DE
GEN=76_MEMBER=757_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=47_MEMBER=1388_DE,GEN=49_MEMBER=1445_DE
GEN=76_MEMBER=758_DE,GEN=58_MEMBER=228_DE,GEN=26_MEMBER=752_DE,GEN=62_MEMBER=336_DE,GEN=35_MEMBER=1039_DE
GEN=76_MEMBER=759_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=224_DE,GEN=35_MEMBER=1039_DE
GEN=76_MEMBER=760_DE,GEN=47_MEMBER=1388_DE,GEN=58_MEMBER=224_DE,GEN=49_MEMBER=1445_DE,GEN=33_MEMBER=966_DE
GEN=76_MEMBER=761_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE
GEN=76_MEMBER=762_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE,GEN=58_MEMBER=224_DE
GEN=76_MEMBER=763_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE,GEN=49_MEMBER=1445_DE,GEN=59_MEMBER=245_DE
GEN=76_MEMBER=764_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE,GEN=35_MEMBER=1039_DE
GEN=76_MEMBER=765_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=39_MEMBER=1165_DE,GEN=45_MEMBER=1330_DE
GEN=76_MEMBER=766_DE,GEN=40_MEMBER=1186_DE,GEN=26_MEMBER=752_DE,GEN=50_MEMBER=1480_DE,GEN=47_MEMBER=1388_DE
GEN=76_MEMBER=767_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=224_DE,GEN=69_MEMBER=551_DE,GEN=33_MEMBER=966_DE
GEN=76_MEMBER=768_DE,GEN=30_MEMBER=870_DE,GEN=58_MEMBER=228_DE,GEN=42_MEMBER=1237_DE,GEN=39_MEMBER=1165_DE
GEN=76_MEMBER=769_DE,GEN=43_MEMBER=1266_DE,GEN=62_MEMBER=336_DE,GEN=69_MEMBER=551_DE,GEN=33_MEMBER=966_DE
GEN=76_MEMBER=770_DE,GEN=75_MEMBER=740_DE,GEN=43_MEMBER=1266_DE,GEN=49_MEMBER=1445_DE,GEN=56_MEMBER=163_DE
GEN=76_MEMBER=771_DE,GEN=58_MEMBER=228_DE,GEN=26_MEMBER=752_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE
GEN=76_MEMBER=772_DE,GEN=55_MEMBER=143_DE,GEN=75_MEMBER=740_DE,GEN=42_MEMBER=1237_DE,GEN=49_MEMBER=1445_DE
GEN=76_MEMBER=773_DE,GEN=26_MEMBER=752_DE,GEN=20_MEMBER=588_DE,GEN=50_MEMBER=1475_DE,GEN=17_MEMBER=502_DE
GEN=76_MEMBER=774_DE,GEN=50_MEMBER=1480_DE,GEN=59_MEMBER=245_DE,GEN=69_MEMBER=551_DE,GEN=35_MEMBER=1039_DE
GEN=76_MEMBER=775_DE,GEN=55_MEMBER=143_DE,GEN=43_MEMBER=1266_DE,GEN=50_MEMBER=1480_DE,GEN=47_MEMBER=1388_DE
GEN=76_MEMBER=776_DE,GEN=55_MEMBER=143_DE,GEN=58_MEMBER=216_DE,GEN=69_MEMBER=551_DE,GEN=26_MEMBER=762_DE
GEN=76_MEMBER=777_DE,GEN=75_MEMBER=740_DE,GEN=42_MEMBER=1237_DE,GEN=47_MEMBER=1388_DE,GEN=56_MEMBER=163_DE
GEN=76_MEMBER=778_DE,GEN=75_MEMBER=740_DE,GEN=26_MEMBER=752_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE
GEN=76_MEMBER=779_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=47_MEMBER=1388_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=780_DE,GEN=55_MEMBER=143_DE,GEN=50_MEMBER=1480_DE,GEN=47_MEMBER=1388_DE,GEN=26_MEMBER=762_DE
GEN=77_MEMBER=781_DE,GEN=26_MEMBER=752_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE,GEN=45_MEMBER=1330_DE
GEN=77_MEMBER=782_DE,GEN=40_MEMBER=1186_DE,GEN=75_MEMBER=740_DE,GEN=50_MEMBER=1480_DE,GEN=58_MEMBER=224_DE
GEN=77_MEMBER=783_DE,GEN=30_MEMBER=870_DE,GEN=26_MEMBER=752_DE,GEN=14_MEMBER=403_DE,GEN=20_MEMBER=588_DE
GEN=77_MEMBER=784_DE,GEN=55_MEMBER=143_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE
GEN=77_MEMBER=785_DE,GEN=30_MEMBER=870_DE,GEN=47_MEMBER=1388_DE,GEN=69_MEMBER=551_DE,GEN=26_MEMBER=762_DE
GEN=77_MEMBER=786_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=43_MEMBER=1266_DE,GEN=50_MEMBER=1475_DE
GEN=77_MEMBER=787_DE,GEN=30_MEMBER=870_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE
GEN=77_MEMBER=788_DE,GEN=30_MEMBER=870_DE,GEN=75_MEMBER=740_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE
GEN=77_MEMBER=789_DE,GEN=30_MEMBER=870_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE,GEN=58_MEMBER=224_DE
GEN=77_MEMBER=790_DE,GEN=55_MEMBER=143_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=216_DE,GEN=26_MEMBER=762_DE
GEN=77_MEMBER=791_DE,GEN=30_MEMBER=870_DE,GEN=26_MEMBER=752_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE
GEN=77_MEMBER=792_DE,GEN=30_MEMBER=870_DE,GEN=47_MEMBER=1388_DE,GEN=45_MEMBER=1330_DE,GEN=60_MEMBER=276_DE
GEN=77_MEMBER=793_DE,GEN=30_MEMBER=870_DE,GEN=14_MEMBER=403_DE,GEN=42_MEMBER=1237_DE,GEN=17_MEMBER=502_DE
GEN=77_MEMBER=794_DE,GEN=75_MEMBER=740_DE,GEN=26_MEMBER=752_DE,GEN=58_MEMBER=216_DE,GEN=42_MEMBER=1237_DE
GEN=77_MEMBER=795_DE,GEN=30_MEMBER=870_DE,GEN=75_MEMBER=740_DE,GEN=58_MEMBER=224_DE,GEN=69_MEMBER=551_DE
GEN=77_MEMBER=796_DE,GEN=26_MEMBER=752_DE,GEN=14_MEMBER=403_DE,GEN=50_MEMBER=1480_DE,GEN=45_MEMBER=1330_DE
GEN=77_MEMBER=797_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=75_MEMBER=740_DE,GEN=59_MEMBER=245_DE
GEN=77_MEMBER=798_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=799_DE,GEN=75_MEMBER=740_DE,GEN=43_MEMBER=1266_DE,GEN=50_MEMBER=1480_DE,GEN=39_MEMBER=1165_DE
GEN=77_MEMBER=800_DE,GEN=55_MEMBER=143_DE,GEN=75_MEMBER=740_DE,GEN=14_MEMBER=403_DE,GEN=59_MEMBER=245_DE
GEN=77_MEMBER=801_DE,GEN=75_MEMBER=740_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=224_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=802_DE,GEN=30_MEMBER=870_DE,GEN=14_MEMBER=403_DE,GEN=39_MEMBER=1165_DE,GEN=45_MEMBER=1330_DE
GEN=77_MEMBER=803_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=42_MEMBER=1237_DE
GEN=77_MEMBER=804_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=805_DE,GEN=26_MEMBER=752_DE,GEN=42_MEMBER=1237_DE,GEN=39_MEMBER=1165_DE,GEN=17_MEMBER=502_DE
GEN=77_MEMBER=806_DE,GEN=58_MEMBER=228_DE,GEN=50_MEMBER=1480_DE,GEN=20_MEMBER=588_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=807_DE,GEN=30_MEMBER=870_DE,GEN=75_MEMBER=740_DE,GEN=39_MEMBER=1165_DE,GEN=33_MEMBER=966_DE
GEN=77_MEMBER=808_DE,GEN=30_MEMBER=870_DE,GEN=50_MEMBER=1480_DE,GEN=49_MEMBER=1445_DE,GEN=59_MEMBER=245_DE
GEN=77_MEMBER=809_DE,GEN=30_MEMBER=870_DE,GEN=62_MEMBER=336_DE,GEN=69_MEMBER=551_DE,GEN=33_MEMBER=966_DE
GEN=78_MEMBER=810_DE,GEN=30_MEMBER=870_DE,GEN=58_MEMBER=224_DE,GEN=39_MEMBER=1165_DE,GEN=33_MEMBER=966_DE
GEN=78_MEMBER=811_DE,GEN=40_MEMBER=1186_DE,GEN=75_MEMBER=740_DE,GEN=58_MEMBER=228_DE,GEN=59_MEMBER=245_DE
GEN=78_MEMBER=812_DE,GEN=58_MEMBER=228_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE,GEN=59_MEMBER=245_DE
GEN=78_MEMBER=813_DE,GEN=30_MEMBER=870_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE
GEN=78_MEMBER=814_DE,GEN=43_MEMBER=1266_DE,GEN=26_MEMBER=752_DE,GEN=59_MEMBER=245_DE,GEN=33_MEMBER=966_DE
GEN=78_MEMBER=815_DE,GEN=69_MEMBER=551_DE,GEN=60_MEMBER=276_DE,GEN=33_MEMBER=966_DE,GEN=26_MEMBER=762_DE
GEN=78_MEMBER=816_DE,GEN=40_MEMBER=1186_DE,GEN=75_MEMBER=740_DE,GEN=20_MEMBER=588_DE,GEN=33_MEMBER=966_DE
GEN=78_MEMBER=817_DE,GEN=30_MEMBER=870_DE,GEN=75_MEMBER=740_DE,GEN=58_MEMBER=228_DE,GEN=26_MEMBER=752_DE
GEN=78_MEMBER=818_DE,GEN=30_MEMBER=870_DE,GEN=58_MEMBER=228_DE,GEN=47_MEMBER=1388_DE,GEN=45_MEMBER=1330_DE
GEN=78_MEMBER=819_DE,GEN=75_MEMBER=740_DE,GEN=58_MEMBER=216_DE,GEN=42_MEMBER=1237_DE,GEN=50_MEMBER=1475_DE
GEN=78_MEMBER=820_DE,GEN=30_MEMBER=870_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=224_DE,GEN=45_MEMBER=1330_DE
GEN=78_MEMBER=821_DE,GEN=30_MEMBER=870_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=403_DE,GEN=62_MEMBER=336_DE
GEN=78_MEMBER=822_DE,GEN=75_MEMBER=740_DE,GEN=77_MEMBER=788_DE,GEN=58_MEMBER=216_DE,GEN=49_MEMBER=1445_DE
GEN=78_MEMBER=823_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=49_MEMBER=1445_DE,GEN=69_MEMBER=551_DE
GEN=78_MEMBER=824_DE,GEN=55_MEMBER=143_DE,GEN=20_MEMBER=588_DE,GEN=62_MEMBER=336_DE,GEN=45_MEMBER=1330_DE
GEN=78_MEMBER=825_DE,GEN=55_MEMBER=143_DE,GEN=26_MEMBER=752_DE,GEN=58_MEMBER=216_DE,GEN=26_MEMBER=762_DE
GEN=78_MEMBER=826_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=58_MEMBER=224_DE
GEN=78_MEMBER=827_DE,GEN=42_MEMBER=1237_DE,GEN=62_MEMBER=336_DE,GEN=58_MEMBER=224_DE,GEN=59_MEMBER=245_DE
GEN=78_MEMBER=828_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=77_MEMBER=788_DE,GEN=42_MEMBER=1237_DE
GEN=78_MEMBER=829_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=77_MEMBER=788_DE,GEN=49_MEMBER=1445_DE
GEN=78_MEMBER=830_DE,GEN=75_MEMBER=740_DE,GEN=26_MEMBER=752_DE,GEN=77_MEMBER=788_DE,GEN=47_MEMBER=1388_DE
GEN=78_MEMBER=831_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=42_MEMBER=1237_DE,GEN=59_MEMBER=245_DE
GEN=78_MEMBER=832_DE,GEN=40_MEMBER=1186_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=17_MEMBER=502_DE
GEN=78_MEMBER=833_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=59_MEMBER=245_DE
GEN=78_MEMBER=834_DE,GEN=40_MEMBER=1186_DE,GEN=55_MEMBER=143_DE,GEN=26_MEMBER=752_DE,GEN=62_MEMBER=336_DE
GEN=78_MEMBER=835_DE,GEN=40_MEMBER=1186_DE,GEN=75_MEMBER=740_DE,GEN=43_MEMBER=1266_DE,GEN=20_MEMBER=588_DE
GEN=78_MEMBER=836_DE,GEN=75_MEMBER=740_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=216_DE,GEN=58_MEMBER=224_DE
GEN=78_MEMBER=837_DE,GEN=58_MEMBER=228_DE,GEN=42_MEMBER=1237_DE,GEN=49_MEMBER=1445_DE,GEN=69_MEMBER=551_DE
GEN=78_MEMBER=838_DE,GEN=40_MEMBER=1186_DE,GEN=49_MEMBER=1445_DE,GEN=39_MEMBER=1165_DE,GEN=69_MEMBER=551_DE
GEN=78_MEMBER=839_DE,GEN=55_MEMBER=143_DE,GEN=75_MEMBER=740_DE,GEN=26_MEMBER=752_DE,GEN=49_MEMBER=1445_DE
GEN=79_MEMBER=840_DE,GEN=58_MEMBER=228_DE,GEN=14_MEMBER=403_DE,GEN=58_MEMBER=224_DE,GEN=49_MEMBER=1445_DE
GEN=79_MEMBER=841_DE,GEN=26_MEMBER=752_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=62_MEMBER=336_DE
GEN=79_MEMBER=842_DE,GEN=40_MEMBER=1186_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=47_MEMBER=1388_DE
GEN=79_MEMBER=843_DE,GEN=40_MEMBER=1186_DE,GEN=43_MEMBER=1266_DE,GEN=62_MEMBER=336_DE,GEN=47_MEMBER=1388_DE
GEN=79_MEMBER=844_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=228_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=224_DE
GEN=79_MEMBER=845_DE,GEN=40_MEMBER=1186_DE,GEN=20_MEMBER=588_DE,GEN=58_MEMBER=216_DE,GEN=47_MEMBER=1388_DE
GEN=79_MEMBER=846_DE,GEN=55_MEMBER=143_DE,GEN=43_MEMBER=1266_DE,GEN=58_MEMBER=216_DE,GEN=33_MEMBER=966_DE
