,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
21,460.4226593991942,494.97472562612626,492.8666623947646,534.0001260094373,556.6787207793946,363.0646474108697,487.70671183397576,567.0822705418874,587.0479113450691,396.3315895937977,525.9007822240332,633.736086020154,480.49692305583596,481.1882229674298,630.9665460285545,490.34856645585995,503.49327386184666,451.8551345104495,589.1292636027069,440.851222325187,497.8043280348263,419.38264599484535,485.0104889283482,514.8752103251677,430.45227001952264,521.6154470750732,516.9404877579581,461.55693783024685,684.369831905514,431.27732519081286
22,656.0962626637709,710.2030410268508,452.7728450377644,436.2510567752197,411.9972996659592,509.34746403031266,455.7123611039685,601.9077734294427,560.4447023718731,381.02767083288126,702.726999999041,538.5076976147197,394.6104125709026,602.8340880768509,500.58407168049206,492.3830804767657,469.1514117500001,395.2311821628078,517.1916428548924,433.67534526889165,577.3022029163624,638.3985796475135,610.7788808474871,480.3424893252134,603.0828354707212,440.2336090510143,473.8997322452235,462.40705635224504,386.55520069526733,546.396603530021
23,774.4242675289335,532.5312357854018,606.3995133981949,585.788838876534,414.8245834028224,519.1081855330838,432.3133217498627,552.7375219927957,388.03237181073354,499.5404457751929,584.2662833192329,376.0571639148081,435.039839096494,582.866259937679,534.1884672542434,624.2594832223999,335.59258858839814,511.60358271966766,594.0160825632764,794.20104479951,600.3123056390281,592.3885318142391,745.7357016925931,694.7474398041387,646.7188200232314,437.10149662830037,433.1145916497525,452.9071823406514,519.1301794037615,427.9978071356747
24,546.2033448920856,742.1876130629884,682.6429613282372,668.2097738529786,660.4802867724113,616.358231427006,629.5013751157942,393.53949301676704,521.0668456565583,618.0164890539149,444.0609851500785,543.654106147085,539.5830571661379,491.12516571914836,463.68246923746153,661.0559059241424,631.5508260134976,405.4264267191032,603.6194579480951,689.5174685277293,513.254820070973,486.46531596264805,486.07555684371187,414.86450465624563,451.62627155557755,623.3221608345714,524.0707329160939,444.07872361701675,740.3962038622783,462.5344744389353
25,385.3162725506118,670.3437491070794,717.5973841560511,576.4858766197325,661.6225087487551,643.3802876180556,474.82950898154763,591.6582407898409,560.4509422410739,702.7911058569722,441.9177548542147,226.1634629405985,377.2286385975973,478.76600574241206,660.770693459689,570.8348085659484,383.9570723845626,445.6281532916071,384.1788436733626,599.7561166260448,467.0641748007696,420.3490044586334,690.9010470047918,562.6918153987821,590.0734534795724,491.10755684468967,530.1297532029928,497.93181109651346,481.0955107290341,598.104459590573
26,444.17528351561907,528.3192252741663,619.7917360431959,593.7652787680927,493.98432011470265,531.9012733424357,616.2477569629652,467.0451038181787,383.605114051278,577.1207762346346,428.60711586458063,584.8455585969679,544.4317392329726,494.0487166490552,526.0308347007182,531.2877016856397,481.40401072208306,388.93875872560596,590.2559554541166,572.8331174715603,529.6581608959733,513.8445522437216,513.627893265473,515.2792803851966,682.1588053231137,548.5660027478258,661.4490184233656,661.8429669428008,421.69856312475895,585.7917710936159
27,697.7514090148663,848.7879930552198,472.27185923673176,524.0711050294543,523.9206407222715,617.3213227338673,468.71489124736695,610.7849998802789,589.5173945113904,503.34853334415925,523.5757941065086,580.711007662352,391.58753412672166,464.78379418346225,487.65021237058744,532.9205098457667,733.9941742773327,673.4190370065986,371.9063680641903,455.29670594869464,597.4941952117193,598.1838979188162,704.3302532288455,632.1396825966361,404.35415632212766,500.8770394102681,459.51397316126076,511.3647952042494,705.22138266754,770.1005392547276
28,565.3276383662532,559.6822085116089,592.5771665878746,498.58975596921056,414.217329677022,466.7429118693608,711.783169478725,698.5401736369128,700.4154803823096,566.6899420742598,673.6528736978073,456.8907358704515,466.0463993840087,647.1937406027315,520.9197434431289,585.067885053292,465.66746574902396,514.3942013941135,423.57003563822553,599.6295157002344,721.9380775902532,437.93772837083765,408.1710992200306,440.18201135493,572.5673375974192,546.9625880124113,566.609234879658,558.0583394694685,459.85913860661736,600.5688359736549
29,565.3276383662532,559.6822085116089,592.5771665878746,498.58975596921056,414.217329677022,466.7429118693608,711.783169478725,698.5401736369128,700.4154803823096,566.6899420742598,673.6528736978073,456.8907358704515,466.0463993840087,647.1937406027315,520.9197434431289,585.067885053292,465.66746574902396,514.3942013941135,423.57003563822553,599.6295157002344,721.9380775902532,437.93772837083765,408.1710992200306,440.18201135493,572.5673375974192,546.9625880124113,566.609234879658,558.0583394694685,459.85913860661736,600.5688359736549
30,591.8573745156258,533.7084520361867,698.3074064824372,572.3057375727564,324.7453277341314,486.267874376644,429.70496279566714,542.3130257255333,484.18586691634613,515.6609353455768,476.20596844258495,549.4043739654383,691.9178164289975,522.9057657025274,517.1809317125917,475.81650524027293,338.8303917028263,512.1619886131024,463.4633800929905,559.2999433316888,491.533380944939,400.1440265140851,419.2782933832332,525.2093392982978,765.942336125251,456.8402491811418,551.1573319380109,647.6679725767261,612.9712695225132,468.225146554239
31,590.025776285866,462.6817172422972,455.2841824132615,691.3556967962161,554.7720434332983,650.9681823242785,393.5094085747242,509.28636238889715,556.1149635982736,544.9702482261779,562.4494766888237,602.4355961510564,490.68456215591954,353.61912706170034,598.3604107472346,383.6944831995325,650.7525100469212,646.0085620298601,336.297256372429,476.9872150953735,501.1642382015776,382.16578794458115,508.95265584059587,489.68814880340307,422.4213946663258,539.7623291369526,428.4730314767824,466.61815279067656,548.2366377525163,541.5768909611521
32,535.185679044607,490.95793941897716,428.84152843357407,551.359584153188,471.17441895463963,567.9672231743716,527.2011241849486,571.8134979036823,574.9447152628195,644.5206033317058,611.8464232082523,505.2039992694478,407.6065612127821,533.6762018060017,515.818978564544,440.258917553562,498.58366603520284,383.77634390924413,583.2084089432153,540.4875400061592,580.648738930786,535.4767068589621,518.4211841949813,546.7968608884782,506.0605391468474,451.9705264060619,563.614877946279,580.3987045460223,572.3415619166667,425.0290678505507
33,591.7070858962348,632.2001800416216,746.8362934216264,445.2550372932447,557.0150069977691,581.0537074236612,504.5844158264107,310.97331933414216,623.6523740087388,610.792708955833,576.7124112552603,483.351780546733,504.22694917294234,520.4730127392033,606.5912387616096,396.862394932355,347.666049280894,524.689442693975,726.8544930361481,502.53146282225316,579.7993294766492,531.5586825025473,366.7717863762879,681.1679320603587,445.94395934341287,590.0436920893253,463.53619889830776,607.043855112045,518.1381455397626,559.590688992691
34,543.5850146064005,658.9206939229808,530.9715369584214,457.4529830676452,476.8038659859792,574.6955518197652,489.90380257164225,622.1020570266013,595.5642803282858,486.7299923399508,533.4540755709653,384.4649870095499,531.6043754208104,605.4196896157006,494.36010478007006,508.8841583780598,555.3257585992584,473.9127467972302,466.0223053973132,611.3494539170891,444.8282547419756,450.87656505281063,474.4708951521899,422.82121030731656,444.34466740244267,550.2941940573143,445.7840432259692,515.0546742607149,302.3525617654474,662.8627754101444
35,615.4160305438724,593.9168016470082,461.95540686375153,443.0451714796689,644.4452248099861,530.187117622697,556.9577238739606,677.2376495689225,631.4525338602444,670.505247626006,699.3503021334792,603.0759230802659,574.4843107535963,657.8065021321694,531.407700854015,464.6236361424475,527.679914378696,499.31803066650485,595.6745566770516,677.3666576883907,529.865803390924,497.67916350012626,728.4327494084052,471.90940949979625,566.5931886741834,526.7378586545537,471.7034677613038,700.1541152508173,680.8243780878361,556.8486222507063
36,677.4723265214383,507.14643835349113,453.7305848991868,389.2962942739486,394.2463177956221,509.99107431050106,530.7745908082926,656.9904106383543,621.6060277364204,629.1045515185959,489.13902616144156,605.7676330567938,563.126612253818,614.4270865597266,502.1267930996428,557.9952670394462,570.6479226960608,501.338726597171,638.0874804680365,558.919133621986,481.41318043014724,523.6054373616277,585.573721357346,432.93489016627683,543.8922864348111,638.3293773669511,494.76727572087475,499.8115655368918,552.3258869425589,710.9137561989118
37,704.0009069539483,753.7269319757127,583.304332384129,528.9659804519118,642.5059412279935,549.2278399211885,640.4854245768809,450.25885845959505,465.9132616727933,791.1680527175271,682.5543893506886,548.2409592848595,608.1453943463937,442.5627149108705,519.9447803017891,459.2334150168742,693.2719449277749,475.22987313573736,479.80602857344803,554.7185127296204,599.50933339136,474.2091528039812,602.6039368814879,566.213213917328,500.7041876683478,433.16818076541296,668.8864657171671,585.245767492413,542.004834915819,362.41676129850276
38,490.4888845013148,609.1625655821941,376.3471479596245,605.1397478229168,416.89377647368485,483.3936205699019,480.15696257854705,504.32961661424685,473.35355580982406,569.8193688949245,435.011400260782,533.5176093829053,446.067352873349,522.0032656473858,476.1970466490932,449.56315187885434,471.2130726707975,538.9959427285623,475.24601653464987,685.6927660631142,598.3241893432446,566.3941048996413,427.7388388057357,568.9430660854979,532.1510895590202,527.0130813469704,557.7800144354953,528.8815276202612,422.6189745946593,485.53091704175233
39,481.767726008878,553.2617207154518,484.59293989670454,608.6227489757526,392.5544513978792,563.9185667608696,567.2698509418364,563.9963903719643,416.69859407027735,581.2221530929365,536.5642992458925,511.23543180331063,458.87214621011117,576.9218705773773,557.4876270819445,443.0310048254215,580.9545784621546,306.0089227623542,537.3527721764461,583.3934634307553,485.372840990583,528.1561257230171,455.40241589964967,420.59611836087083,546.9235713925997,686.7264224148753,497.3937128858014,571.0999874370586,447.43100455050194,510.81400529804864
40,532.6642325316649,500.63945239252905,564.6939514409711,578.0426989784069,610.656560288015,543.669960964028,514.5065913978307,539.404248465752,636.0522959968225,591.8518883275052,535.4331551766288,569.3747251472677,425.2800421060083,330.2298759512862,519.3180452609907,513.5018610405996,707.9328529756057,439.86540130402693,490.2762814662317,381.96497678375346,344.0600516132447,409.31586353084185,483.64974335644615,438.10568505532325,587.2523191272682,596.5658069501369,361.5758450639668,498.8485104500567,529.3707428727836,598.6283721645852
41,336.16650032522267,447.60879253702916,528.5659592107364,507.8908987348587,539.5554399801619,472.49232471660287,515.7916330795691,733.4191648233419,508.5406455619873,476.53524250965114,540.8625697307511,547.6026312626492,515.1550771526611,368.1945041531183,571.8451423776112,607.6530625825308,409.3033373845168,513.6943981451219,549.6278865950566,490.4926933460583,499.43498313454154,529.0157870760546,359.3047879231757,527.2938500774773,695.9178826921349,524.3948074183189,461.8216787133341,621.141893834411,655.5544537313423,483.6596490706646
42,572.5724691162997,390.00521192444177,682.7517666121387,507.33331358656784,483.3158327515804,700.6902353558925,576.7135361050777,425.818714967839,551.9130641250616,628.2645143973249,475.36619072590065,604.0406450666017,429.1593290641035,523.7748259296169,579.1430631256023,587.7343668914535,418.9412674919388,496.793025987985,560.6156083482551,448.77653563028787,635.9018611567951,325.4023130873525,502.3266973346897,721.0602551929487,494.61967770537024,580.6041001054544,676.4119105518774,465.4858357405559,437.41635787528907,748.136246400641
43,411.47298809129126,477.2688896193398,653.1569253811882,554.4631425714557,481.20396360585295,413.5657773876662,447.1476032544602,532.5576554255957,438.4372002284071,559.3779518603004,518.091449175119,398.3804056483837,497.1359246090735,362.9241546111749,530.9251730175205,423.75805226723475,658.4720051095171,543.9512187926371,394.0156763449359,420.92624203839085,522.3308490121892,406.6581942692078,452.86952259536577,461.4701907339366,627.1875480715738,453.00122105132897,279.2253182263515,640.6503727606153,474.8331078870385,257.82919543722926
44,547.2927218469667,467.5368031080564,398.87417024525246,579.9163496528162,474.49107420267643,612.8249249699086,435.0688558682187,325.63382022817035,438.340262088792,661.3127295375157,280.77950344553096,617.9717364826207,477.71452995171177,506.5704629295682,521.1142322766552,397.5923103227659,687.5426404752244,591.9663203693764,402.8981385355892,429.2201397182326,456.7267406009986,387.8321305323279,284.00954712262,292.9364562933053,542.2586560626522,617.0664742616956,349.67013084855466,392.60551540260974,472.40789507553694,390.3569649097034
45,335.25422353108627,517.7861071374471,429.170402190463,476.37182718126763,449.3788626932092,488.16927751579505,510.9032375187194,458.4618304956382,522.3384944554965,519.1236732915381,453.56010049710756,698.440918272446,414.6409007882751,559.9474714467457,582.1738251481142,408.60303956326425,481.4716687664394,468.59895856923293,360.49953711839987,497.2775911195055,585.4361680502625,547.1199276994619,500.08259774256635,599.9293185253795,389.00765065882473,545.2362018396913,595.558875652927,453.0840849723359,509.704700861028,573.2312644838576
46,567.786944538004,501.43791625372586,434.0854489114185,423.4381471799207,399.66873839521406,505.42905500929646,405.0049371225202,442.61591433308377,643.9625273883443,436.83322311584027,525.6084892796443,472.6651766657754,552.2094191285772,481.0445552739895,452.0677600274732,558.8226888398027,552.1922496309229,570.3800362895507,807.2126552231016,528.846181051874,666.0109053201106,542.3905840533532,585.0591878478186,395.08454986871334,386.14829180792543,698.4827108123463,390.92725859613023,582.4921760519718,526.7611811181059,650.5101064265573
47,630.9148926000166,465.4280801233047,558.3335046628221,449.96739006375714,409.31043200846455,429.6293061614362,512.063633365856,699.5770049318832,473.8366422106042,368.7257947200071,539.6984937445437,478.69122933012125,332.3663063893255,562.2859364765164,435.2977249576642,458.75361732362643,595.3244175996809,631.6022622967341,603.943055760368,430.19384533817555,391.7483469434037,540.3677387252892,378.9160216924836,670.4099613870509,530.9210473511114,577.0479621282412,507.4839829973858,631.8374591929278,439.08250060947717,860.9805479580159
48,392.5024359888615,457.7119449428813,519.5749062735337,495.5152112920803,372.5382745049153,441.2004148841823,661.017885656384,411.1850305748769,600.4468111590916,444.66703600733865,478.3760003134217,727.3191436026569,480.86569083800697,539.7535463941593,679.8618762384613,431.8861367948897,699.8565950639414,598.1925327382259,772.1533406410281,471.6361730525948,332.87259527802246,394.87691975789113,495.9199714563252,470.1931410844995,580.7737125224444,653.5433707975715,553.7867597977577,565.3289796888164,494.98295205064755,639.5750884033392
49,431.80102074352334,514.7728451895981,575.9830651208051,626.9493741852301,626.6038863288471,580.3833456857028,626.2953039144616,559.4908963044004,640.8428921440403,560.4162093500458,628.6253083341328,433.32820598448575,501.1943180483616,683.4019383635954,634.7006971976647,691.571029853796,616.7043725295943,450.3969582222401,772.3228090654416,423.0015568187518,601.8831104849492,525.5799225429553,419.3984679543274,401.3308817577277,510.2411326805451,449.69082909291086,599.5006847036232,531.4047403291783,536.0977746344738,533.433786784598
50,595.549919061483,415.1831947980622,310.08884369787074,755.181564703065,576.74643896753,624.5294004323773,435.1531408004227,613.2962669643811,405.0635846818093,375.9344852510409,588.7842351368861,569.6285214615899,686.2523531967423,654.8633265063202,481.55953933301686,415.2797751648736,588.5204962330039,472.60224514341763,695.7249029519262,706.1117608796908,492.1575950387043,554.7983109906882,596.5148143378535,503.9222907223326,505.577643107409,606.874472747694,664.8020008911045,637.9989730266207,693.3768458482648,681.3256042009666
51,429.3567596199172,604.1598558044259,422.3251162811025,453.5370292010096,477.8792886418253,573.3219981454633,507.11798487185507,587.6502877567137,505.4249241237129,583.5338896730318,559.7235425745805,655.7275772863803,382.0029209862461,387.2939781565605,459.7976875791927,736.2743098397601,548.9693853403763,484.6616226439621,611.5437713782957,442.55461618004057,406.7059585019313,575.3405045357235,612.8429028286229,335.08336996993006,487.59676476038777,339.8318374374988,340.1651851130423,562.2477519757948,381.089849754484,406.5831527310534
52,515.6020083145928,689.2885912211651,597.9301649052675,460.49164610203974,578.6158611750818,466.3905643105226,787.7539742443547,591.4028629483985,322.33163497443564,618.5273754627983,549.7693005382064,632.3818590315337,473.3451975302462,529.522898542191,633.7442168597058,567.9222054597958,462.1529859876798,503.6560149114956,691.0764971808336,381.79218287430393,617.9240464740457,474.82231045815575,675.9168759988266,689.5671569640831,447.48142368463334,557.2514531147337,398.8073186955454,635.0661333240406,532.8431489038379,503.6919756478848
53,660.3044453663643,708.1398563502448,634.3417726528452,464.6312504190121,448.05699171158784,496.1796892715021,624.8167910722927,566.1231506736433,611.5911119060949,684.4615425028946,487.77089721284307,691.19044735314,669.9028030096731,356.91203122336884,518.3053597948162,498.72708606520075,523.0583046794858,384.60038700728217,567.5718870967416,478.33364109766933,392.3139769878924,505.34162062670003,421.17195627551604,570.1075354657033,416.3357666139476,447.6254069928405,561.6062197923809,556.673259335214,541.2989385123658,408.06336654194274
54,654.6087202544643,457.7348607077132,652.4544501560821,388.32045010769747,557.7454576230381,583.5306918630796,547.6196678900368,629.9501428955638,514.7879141321874,712.2772967156124,520.5955158721938,637.9733189156832,441.43718730211907,487.36037713374395,499.4971789805787,454.9829383516492,631.4440432230202,536.7426362520927,462.0987892542217,501.625680221322,562.995671125136,518.9725919115906,652.5697089292403,512.0347913514228,449.1643293063165,636.6570760301794,432.6838023778143,568.0532145762062,450.82175157705126,608.2180789732678
55,557.079715315211,601.357690500091,428.9346997473106,591.0040128166479,737.3735810698555,633.8230704102259,654.6809346841627,473.00825175658167,637.6964544455674,634.3791695351648,564.677604073992,710.2735544817398,522.0440896257126,470.8724902775028,554.2333297982477,496.7641355349243,395.6404112171344,633.7886174578945,365.726208126829,442.4064016355247,568.7488852265016,486.17538312275065,520.1417827327016,492.6562828518455,627.2433575689906,348.726946598172,503.6010982426914,503.20277016529843,509.874776393318,582.3916295925284
56,711.5741795879173,482.9234661156845,585.790536262302,505.83086790189867,560.0249873838327,491.54596068567133,538.0978400386944,573.0052628100862,623.8888704203023,524.4731314217906,567.7284748418019,547.0461138024313,576.3208620685532,658.1260397981312,578.4124440245903,428.6144141418569,382.3995261795566,544.1065619286268,459.9891283983031,475.228479363488,589.9969324898435,570.2262742562543,380.6172969525485,486.31098132346756,626.7316097279416,494.2955463895036,614.2312355808679,546.2125586952648,474.83717145628265,618.2314795051049
57,495.55659858282,358.5885539207157,405.770537991126,452.89262728799406,516.5557054791361,536.1663412820136,560.3295983381308,417.8909584630044,500.1638401371875,614.094564249483,696.5833855078189,671.2846048543596,570.4402992648294,409.47272652192555,428.299120808077,585.8088137466669,484.4283941115666,470.14443778003556,742.4213565985356,524.6088888110016,702.7072465778105,502.93659807754005,465.95470754899804,523.0268491412496,461.1589956524089,481.3553906495575,520.8333730388686,578.4618106683521,721.8103559296733,623.2820556811937
