iteration,total_runs,obs_realization,par_realization,hmuni,hdeep,hshallow,v_lens,zert,zmuni,l_zmuni_pct,zwells,ztdem
1,386,176,176,107.221,64.7502,38.7444,0,542.947,0,0,230.22,576.556
1,386,177,177,98.8336,45.1877,105.846,0,589.248,0,0,476.526,881.248
1,386,178,178,108.28,39.2566,95.1171,0,1167.49,0,0,627.127,1060.22
1,386,179,179,109.336,72.5119,77.5346,0,675.636,0,0,243.653,809.385
1,386,180,180,103.005,36.1933,100.943,0,618.952,0,0,540.089,864.328
1,386,181,181,113.582,15.8784,129.355,0,1269.12,0,0,1949.42,1442.54
1,386,184,184,129.644,77.8836,40.3749,0,694.913,0,0,139.44,411.013
1,386,185,185,171.349,102.509,60.7333,0,634.363,0,0,131.744,468.434
1,386,186,186,263.738,142.291,195.224,0,962.038,0,0,141.826,613.796
1,386,187,187,138.069,115.126,3.21178,0,749.468,0,0,76.9109,491.629
1,386,188,188,222.809,259.775,122.275,0,1130.29,0,0,436.432,838.127
1,386,189,189,127.951,91.1884,3.47979,0,578.308,0,0,144.07,476.342
1,386,190,190,180.543,160.593,51.075,0,774.021,0,0,52.116,655.405
1,386,192,192,130.58,59.142,76.2384,0,634.345,0,0,294.175,605.206
1,386,193,193,196.967,198.118,103.772,0,660.195,0,0,57.7682,537.517
1,386,194,194,90.2047,44.5962,107.425,0,771.804,0,0,516.714,841.885
1,386,195,195,162.292,100.352,15.8982,0,666.243,0,0,413.473,769.819
1,386,196,196,109.338,46.7792,30.9196,0,968.969,0,0,371.046,780.442
1,386,197,197,115.462,101.161,10.123,0,508.252,0,0,138.759,564.611
1,386,198,198,97.5095,20.0908,155.572,0,797.296,0,0,870.654,1017.19
1,386,base,base,95.2726,46.1812,70.5203,0,663.605,0,0,471.548,823.732
2,591,0,0,99.8692,78.439,23.3726,0,426.901,0,0,110.964,383.753
2,591,1,1,86.1921,77.6816,19.7379,0,496.449,0,0,72.284,378.938
2,591,2,2,110.792,89.5251,28.4225,0,443.468,0,0,64.4136,400.908
2,591,3,3,113.834,97.2578,4.49779,0,473.674,0,0,28.3017,350.551
2,591,4,4,103.447,83.5425,20.8577,0,465.512,0,0,64.4786,359.444
2,591,5,5,131.613,138.726,10.3729,0,592.05,0,0,34.6673,413.137
2,591,6,6,115.05,116.805,2.30708,0,529.766,0,0,18.8538,377.025
2,591,7,7,130.315,138.395,3.27203,0,602.713,0,0,30.0093,385.598
2,591,8,8,81.9747,68.9913,48.5216,0,502.698,0,0,96.662,423.528
2,591,9,9,124.702,128.257,5.605,0,680.304,0,0,23.2446,455.64
2,591,10,10,104.379,89.2295,13.8916,0,464.494,0,0,45.92,370.196
2,591,11,11,103.688,97.0322,4.84219,0,501.527,0,0,36.9986,384.991
2,591,12,12,89.9252,54.468,56.3143,0,499.145,0,0,198.959,493.406
2,591,13,13,91.4371,80.4688,16.9307,0,519.108,0,0,78.8095,399.893
2,591,14,14,95.7949,67.9737,39.6517,0,513.016,0,0,171.551,474.434
2,591,17,17,92.4784,60.7786,62.1316,0,482.619,0,0,155.455,451.171
2,591,18,18,131.527,146.036,16.8787,0,780.772,0,0,46.0425,501.952
2,591,19,19,91.5904,48.8599,86.0214,0,506.106,0,0,265.095,615.049
2,591,21,21,99.2339,77.3333,30.0706,0,422.349,0,0,92.9776,386.005
2,591,22,22,104.487,106.526,5.93475,0,454.516,0,0,28.756,426.064
2,591,23,23,96.5293,67.443,40.2853,0,447.23,0,0,127.31,409.793
2,591,25,25,106.063,90.7686,19.8955,0,455.928,0,0,43.3787,404.357
2,591,26,26,91.8487,61.6819,54.6509,0,486.524,0,0,186.288,536.731
2,591,27,27,128.53,112.098,2.61371,0,489.569,0,0,21.9759,374.685
2,591,28,28,89.9582,80.8936,18.1017,0,459.45,0,0,66.8489,383.8
2,591,29,29,79.0525,47.9465,91.9804,0,584.353,0,0,247.689,585.738
2,591,30,30,130.211,118.206,5.02374,0,514.264,0,0,15.4322,367.185
2,591,31,31,150.403,128.513,8.66584,0,593.402,0,0,23.1824,369.066
2,591,32,32,122.425,93.1565,14.9205,0,564.429,0,0,37.9742,347.867
2,591,33,33,87.1407,72.8238,34.8579,0,473.354,0,0,141.187,459.279
2,591,34,34,106.574,100.96,8.55653,0,514.688,0,0,29.7386,335.434
2,591,35,35,129.011,136.899,3.87403,0,620.202,0,0,40.9679,470.029
2,591,36,36,124.794,55.3441,56.8121,0,412.232,0,0,240.894,517.491
2,591,37,37,124.847,85.8307,3.29135,0,509.106,0,0,64.31,365.121
2,591,38,38,130.594,140.461,7.22526,0,637.463,0,0,35.2878,447.387
2,591,39,39,83.0924,60.9117,82.6529,0,446.491,0,0,111.135,453.543
2,591,40,40,95.1405,74.2857,26.9864,0,432.272,0,0,103.636,411.552
2,591,41,41,89.0535,84.6004,27.4525,0,445.516,0,0,46.487,352.393
2,591,43,43,98.9045,99.1998,3.52763,0,513.895,0,0,60.8997,385.268
2,591,44,44,140.185,151.297,20.1382,0,671.744,0,0,33.2072,477.568
2,591,46,46,100.408,80.6592,30.5585,0,483.365,0,0,110.178,405.021
2,591,48,48,84.8844,58.4731,75.8081,0,409.236,0,0,136.776,436.302
2,591,51,51,136.031,146.537,6.80377,0,616.65,0,0,36.6581,432.365
2,591,52,52,101.016,16.4214,225.927,0,1015.52,0,0,790.935,1147.26
2,591,53,53,83.3716,41.0252,102.575,0,646.121,0,0,358.388,638.614
2,591,54,54,110.957,100.16,8.16843,0,451.765,0,0,46.188,381.102
2,591,55,55,101.358,81.6035,13.9842,0,510.713,0,0,63.8536,346.526
2,591,56,56,91.6409,87.1293,11.9713,0,445.628,0,0,59.67,365.931
2,591,57,57,99.0686,63.3656,22.1787,0,544.333,0,0,193.335,431.41
2,591,58,58,92.8711,76.9285,42.407,0,450.482,0,0,87.6716,424.688
2,591,60,60,88.9808,84.7261,22.7741,0,439.947,0,0,75.1759,424.007
2,591,61,61,99.9522,103.967,10.2373,0,486.229,0,0,15.2478,370.805
2,591,62,62,125.121,132.41,3.54994,0,621.283,0,0,26.844,402.302
2,591,63,63,119.706,120.528,6.94455,0,721.302,0,0,28.2873,411.841
2,591,64,64,84.856,73.4801,36.0428,0,499.82,0,0,94.3111,433.249
2,591,65,65,93.3211,50.8775,70.6885,0,533.309,0,0,308.056,532.61
2,591,66,66,106.41,89.5283,9.40269,0,454.29,0,0,64.4898,381.394
2,591,67,67,126.698,126.212,2.86115,0,545.383,0,0,15.8167,415.119
2,591,69,69,121.836,108.957,2.96688,0,481.338,0,0,23.1006,369.16
2,591,71,71,97.8292,42.408,121.553,0,677.392,0,0,261.674,594.075
2,591,72,72,101.634,83.1844,32.4764,0,429.218,0,0,55.8191,405.086
2,591,73,73,122.674,131.961,7.70961,0,647.007,0,0,28.7136,377.623
2,591,74,74,126.03,116.76,5.11797,0,545.01,0,0,21.9837,360.627
2,591,76,76,91.0202,73.3514,45.4639,0,519.578,0,0,95.2774,428.02
2,591,77,77,106.774,80.8607,20.4102,0,476.182,0,0,133.215,442.968
2,591,78,78,81.9041,56.3568,61.0498,0,652.894,0,0,241.947,578.518
2,591,79,79,101.596,76.2058,23.1374,0,476.233,0,0,58.1653,365.263
2,591,80,80,85.0627,76.2696,42.3254,0,486.155,0,0,67.6982,388.935
2,591,81,81,124.771,131.13,3.34068,0,525.747,0,0,20.197,394.844
2,591,82,82,104.807,84.1005,17.1746,0,470.305,0,0,70.2127,374.017
2,591,84,84,125.337,129.329,24.7266,0,643.453,0,0,38.3371,367.698
2,591,85,85,101.265,86.6887,13.8229,0,464.516,0,0,65.4588,401.826
2,591,86,86,97.8669,94.4571,21.328,0,440.993,0,0,23.7768,361.485
2,591,87,87,86.2596,91.6802,19.3819,0,412.433,0,0,41.6751,385.005
2,591,88,88,110.523,107.062,3.06297,0,540.369,0,0,16.9885,353.583
2,591,89,89,108.285,87.1937,9.33737,0,420.519,0,0,77.5169,392.798
2,591,90,90,91.0864,81.7487,24.94,0,457.044,0,0,98.6957,413.897
2,591,91,91,84.992,39.6388,115.965,0,810.855,0,0,524.858,881.123
2,591,92,92,104.453,88.1757,5.58324,0,538.971,0,0,30.8994,358.223
2,591,93,93,105.163,97.3408,4.95986,0,447.024,0,0,55.5426,403.661
2,591,94,94,98.7318,75.4599,23.2809,0,491.026,0,0,76.7847,401.665
2,591,95,95,100.342,87.9296,19.311,0,445.784,0,0,64.5127,397.209
2,591,96,96,130.667,139.304,6.23336,0,674.079,0,0,24.6625,499.61
2,591,97,97,156.39,120.919,4.99749,0,483.395,0,0,18.3161,392.836
2,591,98,98,91.6422,87.647,26.3952,0,436.003,0,0,50.2946,408.322
2,591,99,99,90.6017,87.6035,22.1543,0,477.658,0,0,39.3095,381.658
2,591,100,100,125.103,121.705,3.42782,0,457.75,0,0,10.444,365.744
2,591,101,101,111.8,97.5233,6.31671,0,467.429,0,0,43.409,350.456
2,591,102,102,106.37,87.7728,16.0686,0,501.052,0,0,70.267,402.598
2,591,104,104,154.406,144.98,7.68119,0,635.406,0,0,36.4304,461.26
2,591,106,106,97.9571,87.406,10.4796,0,497.024,0,0,76.1635,372.753
2,591,107,107,117.836,121.387,2.71809,0,517.177,0,0,19.5994,370.757
2,591,108,108,99.5559,77.7324,46.9997,0,435.435,0,0,106.335,446.921
2,591,109,109,95.1159,62.9134,40.4728,0,509.558,0,0,140.719,431.35
2,591,110,110,100.149,75.562,32.8285,0,468.357,0,0,95.8887,373.802
2,591,111,111,92.9259,67.3773,40.3173,0,461.784,0,0,80.9958,409.712
2,591,112,112,102.962,95.7947,11.6363,0,402.61,0,0,61.7249,375.674
2,591,113,113,96.7511,70.9513,31.3597,0,467.231,0,0,71.1053,401.791
2,591,114,114,118.37,109.523,2.8928,0,501.442,0,0,17.5842,352.286
2,591,115,115,98.02,70.485,33.9527,0,466.721,0,0,140.863,399.816
2,591,116,116,120.331,95.177,6.51675,0,474.042,0,0,78.0132,390.516
2,591,118,118,94.3572,70.9545,16.9298,0,517.881,0,0,91.069,343.179
2,591,119,119,90.5971,86.0718,21.4779,0,451.852,0,0,37.7698,378.557
2,591,120,120,110.831,106.377,12.4104,0,488.403,0,0,38.6802,364.594
2,591,122,122,90.0621,76.0258,12.9491,0,482.925,0,0,65.4936,357.491
2,591,123,123,97.7911,87.9723,24.7504,0,462.975,0,0,88.9003,419.983
2,591,124,124,95.8421,90.8461,5.34645,0,494.111,0,0,38.1976,366.463
2,591,125,125,128.979,135.343,10.2577,0,592.557,0,0,30.8033,395.121
2,591,127,127,91.9508,89.5311,9.63472,0,447.812,0,0,31.6922,332.99
2,591,128,128,119.193,77.2395,27.6293,0,449.239,0,0,47.3922,345.789
2,591,129,129,104.309,78.265,23.6779,0,411.517,0,0,102.601,395.458
2,591,130,130,113.133,96.7776,17.5514,0,488.389,0,0,50.0154,396.273
2,591,131,131,104.324,109.274,2.31192,0,527.402,0,0,24.7939,376.167
2,591,132,132,114.691,100.212,5.11585,0,445.162,0,0,59.5811,364.253
2,591,133,133,136.534,136.744,8.53962,0,637.088,0,0,20.6792,423.015
2,591,134,134,94.8213,94.3282,8.14197,0,452.412,0,0,37.6478,422.232
2,591,135,135,134.26,137.519,7.10741,0,611.823,0,0,32.9389,429.698
2,591,136,136,119.712,116.201,7.87615,0,581.434,0,0,24.43,379.948
2,591,137,137,106.529,116.016,3.08557,0,590.939,0,0,17.2848,353.364
2,591,139,139,98.2694,77.8854,19.3767,0,520.634,0,0,60.2159,344.869
2,591,140,140,82.8195,30.5109,133.49,0,939.3,0,0,717.464,1049.79
2,591,141,141,106.603,80.8948,23.927,0,496.217,0,0,70.2818,384.501
2,591,142,142,123.005,111.745,3.44446,0,498.998,0,0,16.8004,367.198
2,591,143,143,132.326,134.854,3.76683,0,518.321,0,0,16.2794,370.242
2,591,145,145,91.4352,57.1983,75.3123,0,490.647,0,0,201.844,506.943
2,591,146,146,101.301,67.2927,28.2299,0,485.913,0,0,114.67,387.23
2,591,147,147,127.559,113.919,5.72029,0,555.38,0,0,27.9122,393.513
2,591,148,148,103.574,99.7473,6.63742,0,544.819,0,0,51.103,356.392
2,591,149,149,106.429,99.3944,8.41098,0,492.408,0,0,47.7465,351.563
2,591,150,150,117.749,132.831,3.49922,0,595.718,0,0,29.3618,409.009
2,591,151,151,89.2981,73.0544,20.98,0,455.772,0,0,109.808,382.56
2,591,152,152,84.1663,56.6502,46.5812,0,503.614,0,0,143.403,427.48
2,591,153,153,92.7512,88.3812,16.7004,0,446.163,0,0,59.2271,385.76
2,591,154,154,97.2539,77.5026,19.7168,0,439.756,0,0,100.938,387.197
2,591,155,155,101.962,86.4273,26.451,0,467.62,0,0,32.2526,383.58
2,591,156,156,85.568,51.1385,66.3395,0,562.536,0,0,177.852,457.839
2,591,157,157,114.19,107.528,7.60311,0,520.151,0,0,23.0157,364.21
2,591,158,158,95.3428,79.4958,18.242,0,512.313,0,0,88.5088,406.946
2,591,159,159,131.458,136.875,4.83906,0,586.711,0,0,30.5755,382.174
2,591,162,162,99.9832,89.6596,7.62979,0,503.837,0,0,79.6964,388.723
2,591,164,164,78.0079,36.6523,101.439,0,743.245,0,0,444.167,704.057
2,591,165,165,124.804,111.676,6.0262,0,502.239,0,0,39.5899,392.263
2,591,166,166,115.973,116.904,10.4565,0,558.22,0,0,21.2683,386.455
2,591,167,167,132.008,132.627,3.93524,0,581.671,0,0,22.646,406.113
2,591,168,168,124.559,125.411,3.0459,0,591.372,0,0,26.2836,374.86
2,591,169,169,93.3837,72.6583,32.0038,0,433.251,0,0,134.782,409.442
2,591,170,170,94.2258,63.8052,39.7895,0,446.322,0,0,140.547,442.705
2,591,171,171,93.2113,71.7285,31.2635,0,494.971,0,0,167.539,481.332
2,591,172,172,131.017,133.241,19.8082,0,729.238,0,0,34.7918,391.261
2,591,173,173,112.671,106.088,3.21956,0,538.728,0,0,17.9924,345.533
2,591,174,174,94.3076,83.494,26.7673,0,433.224,0,0,50.9283,369.865
2,591,175,175,88.3126,48.0769,92.3628,0,541.933,0,0,216.483,535.921
2,591,176,176,101.208,75.9242,19.8761,0,434.257,0,0,90.095,370.408
2,591,177,177,104.139,100.277,9.70486,0,466.497,0,0,34.6043,364.781
2,591,178,178,136.468,109.661,8.77354,0,543.6,0,0,38.628,364.917
2,591,179,179,90.5979,89.6848,20.2931,0,434.569,0,0,54.0865,410.307
2,591,180,180,100.351,89.1166,21.6635,0,448.042,0,0,35.5572,363.437
2,591,181,181,108.781,123.412,4.83275,0,502.227,0,0,17.6366,381.644
2,591,184,184,120.869,106.522,6.53031,0,540.881,0,0,29.0831,334.831
2,591,185,185,93.2359,61.1102,47.0914,0,469.785,0,0,182.318,456.071
2,591,186,186,115.94,117.218,1.96479,0,494.579,0,0,18.031,412.816
2,591,187,187,94.394,46.1952,88.8503,0,692.185,0,0,341.528,630.814
2,591,188,188,104.434,95.4057,22.9803,0,439.02,0,0,43.0972,388.979
2,591,189,189,92.9051,67.2931,51.9683,0,523.24,0,0,219.741,495.825
2,591,190,190,140.359,115.405,8.57554,0,551.902,0,0,24.4991,452.227
2,591,192,192,102.314,62.0666,53.2735,0,494.452,0,0,164.155,483.469
2,591,193,193,98.6102,96.0567,14.5063,0,402.673,0,0,75.5404,405.323
2,591,194,194,118.322,115.712,3.9837,0,567.457,0,0,20.7342,360.714
2,591,195,195,149.431,148.152,10.6069,0,670.345,0,0,25.0529,427.835
2,591,196,196,118.763,116.364,2.8891,0,558.992,0,0,17.1778,366.098
2,591,197,197,96.5608,81.6584,17.9232,0,443.269,0,0,81.8728,363.301
2,591,198,198,101.819,96.1368,8.93443,0,494.513,0,0,33.857,374.078
2,591,base,base,102.508,94.7842,8.87694,0,472.967,0,0,35.2856,357.064
