iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,base
0,178,64801.2,115908,1885.46,666117,52085.5,12357.5,33590.9,61621,6658.36,37835,134125,23117.5,38004.4,666117,18286.5,5105.14,50702.5,22507.8,62365.5,,,206441,654753,2904.89,,150980,35647.4,208279,11831.9,108004,3578.2,38346.5,133600,22568.9,47185.1,25198.2,6161.47,225184,148686,26784.7,3294.06,6779.43,4590.76,15997.8,6138.12,46781,11871.2,4477.99,3378.04,,4131.48,2905.57,3008.29,,,627371,152087,344406,2526.41,3960.86,6281.65,5297.26,7253.36,,4638.98,148736,67570.2,16446.4,10969.6,375407,24452.1,3673.63,,22004.5,,276998,64448.4,35296.5,29143.6,,16371.7,25854.8,88384.1,14346.7,208250,25511.6,38796,,5858.66,194284,55860,145533,22719.4,26771.3,11381.7,3371.22,42368.9,50614.6,160052,165905,4819.42,62767.3,7447.56,64143.1,83172.6,35710.4,3553.05,,5472.37,,81051.1,12037.5,3698.73,70326.3,34211.4,64806,18597.9,4802.23,76904.7,67841.1,17280.7,,8037.92,18270.8,3947.37,,3917.58,11367.1,6116.28,45085.9,,23593.4,6184.74,163758,68735,19742.6,4170.32,25806.6,9160.39,35301.2,47718,11607.6,,4166.43,66759.5,45715,207704,4704.15,,4393.34,3727.96,19532.5,10270.3,15790,64154.5,7643.91,108893,32967.7,6942.51,39487.3,5178.6,14369.6,197760,13361.3,,,453407,,219483,21016.9,44583.1,35613.2,608399,27265.2,58711.9,27416.4,22586,21794.2,23673.4,5433.23,22740.6,14560.1,53408.3,30267.7,16793.6,146801,4795.28,2181.76,1885.46,6544.07,5067.72,2880.83,414679,30054.1,2014.21,,4912.25,4101.81,32364.2,13846.5,26120.1,32729.9,54500.9,12130.2
1,386,2330.51,892.321,1401.76,7268.27,1401.76,1564.99,2113.83,2390.92,2311.58,1850.1,4209.97,2947.2,1568.01,3690.61,1805.37,2071.31,1472.52,1645.25,1588.52,,,1861.73,4443.97,2306.79,,1627.17,1685.36,2187.11,1498.69,2022.29,1737.93,2350.08,1687.82,1421.72,3482.07,2075.6,2370.73,1505.81,2184.9,7268.27,2279.64,3296.48,2297.51,1652.35,1806.62,2031.7,2117.04,3405.64,2801.09,,1944.22,2650.72,1746.2,,,2339.03,2003.66,2631.75,1675.94,1778.32,2003.08,2139.78,1703.44,,2056.82,3425.26,1757.07,2603.13,1592.75,2937.27,2175.6,2520.8,,2946.36,,3389.74,1997.14,3784.88,1967.49,,1684.27,1856.13,2191.04,2015.73,1786.12,3615.52,1540.53,,2221.89,2727.13,1931.93,2250.39,3688.92,2121.67,1614.25,2402.11,2299.33,3916.84,1834.08,1744.28,2669.71,2816.59,1939.17,2247.9,3149.9,1411.58,1734.87,,3240.36,,1739.97,1684.33,1651.46,2242.22,1542.35,1407.22,1455.78,1671.22,3345.6,1857.55,2913.84,,2242.94,1587.34,1852.42,,1421.63,1740.77,1886.6,3264.55,,1798.45,1702.75,1697.89,1793.86,2540.81,2097,2294.36,1684.15,3984.74,3254.25,2702.11,,2242.34,1928.98,2247.22,3636.49,1682.12,,1924.02,1811.72,3175.24,2367.73,2363,5914.64,1470.01,1601.84,2417.65,1582.54,2048.4,2339.38,2507.29,1977.73,3256.48,,,3776.75,,2754.47,5258.7,4083.95,5006.69,2559.66,1683.3,1454.6,2014.12,2614.22,3207.72,1683.77,1840.73,1560.44,2196.89,3097.49,1988.06,2263.51,4919.9,,,1493.27,1569.13,2318.91,1574.41,3009.71,1421.34,1873.75,,1799.69,1754.34,2372.63,2128.08,2307.49,1438.37,2958.31,2170.86
2,591,1250.56,281.694,1003.61,3297.08,1123.3,1131.28,1137.53,1068.12,1097.28,1320.57,1159.81,1290.3,1222.38,1417.75,1088.11,1129.08,1392.22,1186.65,1362.42,,,1304.63,1623.21,1612.72,,1107.97,1126.28,1188.59,,1120.39,1417.72,1129.47,1099.05,1636.76,1150.32,1273.23,1180.77,1268.64,1095.95,1400.98,1407.57,1152.51,1398.42,1237.83,1143.87,1045.5,,1161.69,1494.14,,1210.19,,1201.48,,,1375.05,3297.08,1870.1,1098.34,1118.04,1061.97,1353.69,1175.05,,1135.61,1086.44,1311.51,1408.61,1221.76,1588.86,1105.52,1232.09,,1107.36,,1794.93,1107.42,1315.69,1175.53,,1252.71,1260.41,1672.67,1100.6,1146.45,1200.03,1120.62,,1328.88,1133.58,1039.91,1036.44,1131.59,1095.65,1167.41,2457.43,1126.31,1113.69,1166.95,1115.09,1474.56,1176.85,1100.3,1098.99,1084.17,1076.93,1184.13,,1440.16,,1141.78,1149.48,1212.98,1280.13,1146.59,1153.11,1050.4,1139.19,1102.1,1209.86,1164.6,,1134.37,1066.33,1121.3,,1084.95,1182.37,1090.81,1293.06,,1003.61,1066.48,1115.83,1162.14,1144.27,1089.02,1362.6,1109.58,1353.35,1229.6,1187.22,,1121.25,2953.38,1162.43,1121.19,1175.79,,1423.38,1184.64,1224,1162.27,1105.95,1288.17,1131.47,1261.9,1088.98,1122.36,1098.29,1401.27,1136.7,1200.85,1272.63,,,1169.53,,2107.57,1176.6,1209.28,1279,1245.53,1175.52,1227.39,1340.04,1439.36,1124.23,1058.59,1523.09,1091.77,1080,1202.05,1099.54,1058.17,1138.53,,,1138.72,1309.61,1160.55,1893.97,1093.92,1450.97,1292.97,,1359.73,1092.71,1186.92,1431.42,1180.28,1084.59,1109.34,1071.48
