real_name,alpha_l,alpha_t,hk1000,hk1001,hk1002,hk1003,hk1004,hk1005,hk1006,hk1007,hk1008,hk1009,hk1010,hk1011,hk1012,hk1013,hk1014,hk1015,hk1016,hk1017,hk1018,hk1019,hk1020,hk1021,hk1022,hk1023,hk1024,hk1025,hk1026,hk1027,hk1028,hk1029,hk1030,hk1031,hk1032,hk1033,hk1034,hk1035,hk1036,hk1037,hk1038,hk1039,hk1040,hk1041,hk1042,hk1043,hk1044,hk1045,hk1046,hk1047,hk1048,hk1049,hk1050,hk1051,hk1052,hk1053,hk1054,hk1055,hk1056,hk1057,hk1058,hk1059,hk1060,hk1061,hk1062,hk1063,hk1064,hk1065,hk1066,hk1067,hk1068,hk1069,hk1070,hk1071,hk1072,hk1073,hk1074,hk1075,hk1076,hk1077,hk1078,hk1079,hk1080,hk1081,hk1082,hk1083,hk1084,hk1085,hk1086,hk1087,hk1088,hk1089,hk1090,hk1091,hk1092,hk1093,hk1094,hk1095,hk1096,hk1097,hk1098,hk1099,hk1100,hk1101,hk1102,hk1103,hk1104,hk1105,hk1106,hk1107,hk1108,hk1109,hk1110,hk1111,hk1112,hk1113,hk1114,hk1115,hk1116,hk1117,hk1118,hk1119,hk1120,hk1121,hk1122,hk1123,hk1124,hk1125,hk1126,hk1127,hk1128,hk1129,hk1130,hk1131,hk1132,hk1133,hk1134,hk1135,hk1136,hk1137,hk1138,hk1139,hk1140,hk1141,hk1142,hk1143,hk1144,hk1145,hk1146,hk1147,hk1148,hk1149,hk1150,hk1151,hk1152,hk1153,hk1154,hk1155,hk1156,hk1157,hk1158,hk1159,hk1160,hk_dunes,hk_seabed,hk_valley,m,ne,qmuni1,qmuni2,qmuni3,qmuni4,qmuni5,qmuni6,qmuni7,qmuni8,qmuni9,rech_mmyr,slvl,ss,sy
0,3,0.136551,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000448443,0.000437637,0.00021623,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000184437,0.000208806,0.000113945,0.000280121,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000324555,0.000267002,0.000182491,0.000210797,0.0001096,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,8.77191e-05,0.000164246,0.000134693,0.000170978,0.000182295,0.000300492,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000230609,0.000321074,0.000288355,0.000207918,0.000251491,0.000143571,9.50321e-05,0.000138555,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000190833,0.000221496,0.000191978,8.7147e-05,0.000220449,8.97112e-05,0.000248049,0.000117737,0.0006,0.0006,0.0006,0.0006,9.27088e-05,0.000117441,0.000226531,5.99263e-05,5.91072e-05,6.67676e-05,0.0006,0.0006,0.0006,0.0006,0.0006,0.00028194,4.26159e-05,6.24216e-05,6.69689e-05,7.11816e-05,2.26569e-05,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000143484,8.40545e-05,7.26199e-05,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.000100241,9.9034e-06,2.54756e-06,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,579.393,0.014,1e-05,0.15
1,3,0.0110658,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,3.70755e-05,9.40991e-05,4.25572e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000175795,7.90043e-05,2.98569e-05,2.19507e-05,8.26922e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000110248,0.000130597,0.000165223,0.000186995,2.73066e-05,6.50718e-05,0.000105763,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000178545,0.000123847,7.80476e-05,6.27786e-05,0.000219425,8.2259e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,6.87832e-05,0.000151709,0.00026347,0.000177962,8.63308e-05,4.54386e-05,0.000133154,0.000102544,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000175403,5.00885e-05,4.23474e-05,0.000114789,0.000131168,2.215e-05,5.29835e-05,0.00011214,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000170061,0.000482888,0.000154898,0.000133949,5.01209e-05,2.70493e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.000521773,0.000474436,9.27395e-05,5.93495e-05,0.000102067,3.49401e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,9.60046e-05,7.33171e-05,6.57076e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,2.03275e-05,0.0142095,6.32615e-05,3.49071e-05,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,596.617,0.014,1e-05,0.15
2,3,0.0783516,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,1.26341e-05,1.12875e-05,1.40151e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,6.32586e-05,7.27984e-05,6.52564e-05,4.97351e-05,5.4961e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,6.38582e-05,0.000113091,0.000191859,0.000452781,0.000219523,5.69972e-05,2.0799e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,2.25278e-05,0.00010207,0.000171611,0.000138151,0.000304226,0.000205384,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,6.47439e-05,0.000184204,2.50741e-05,6.7655e-05,0.000239107,4.48246e-05,0.000140396,9.70725e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,4.81185e-05,0.000181539,7.08112e-05,0.000131925,0.000167069,0.000157091,6.48542e-05,0.000137344,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,0.000136752,0.000287709,0.000175957,7.2316e-05,3.73167e-05,1.08594e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,0.000158501,6.47168e-05,0.000116622,7.9724e-05,0.000101076,4.69087e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,0.000164168,0.000115827,5.18318e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,5.33228e-05,0.0244371,7.14156e-05,1.91395e-06,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,393.154,0.014,1e-05,0.15
3,3,0.0331324,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.88055e-05,5.76584e-05,0.00018601,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000116277,0.000175546,2.0222e-05,0.000243147,0.000166364,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000344192,0.00014407,4.82479e-05,7.90346e-05,3.28249e-05,5.02507e-05,0.000258448,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000124917,0.000195142,6.01764e-05,4.38608e-05,7.16507e-05,4.32602e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000509204,3.60949e-05,0.000202569,0.000102691,9.55692e-05,8.84509e-05,8.6596e-05,8.22552e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000102533,0.000140827,0.000122826,8.3276e-05,3.3621e-05,5.78158e-05,2.57542e-05,7.21273e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.000153481,0.000253996,0.000152061,0.000105703,8.50008e-05,4.00214e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.00027522,0.00031805,0.000191213,0.000142056,0.000132436,0.000112244,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,8.06178e-05,8.14494e-05,7.66027e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,4.20201e-05,0.0044752,6.23085e-06,1.61244e-05,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,422.276,0.014,1e-05,0.15
4,3,0.0136502,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,9.19116e-05,6.71151e-05,8.93214e-06,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000457609,3.59166e-05,6.02139e-05,1.03887e-05,7.54934e-06,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.0006,0.000263766,0.000343578,4.11934e-05,8.99335e-05,2.79836e-05,8.44241e-06,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000260675,0.000413296,0.000301733,8.357e-05,2.63551e-05,3.84035e-05,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000465356,0.00032518,7.21348e-05,6.04693e-05,9.9266e-05,0.000122021,2.4138e-05,1.68891e-05,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,5.41436e-05,0.000124126,0.00022308,4.8843e-05,0.000132384,4.57153e-05,3.60072e-05,0.000204415,0.000101953,0.000101953,0.000101953,0.000101953,3.82213e-05,8.71499e-05,0.000216308,3.05281e-05,1.13389e-05,1.35226e-05,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,2.66921e-05,7.52587e-05,8.86323e-05,7.58129e-05,0.000144762,2.655e-05,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000128119,0.000281591,0.000149306,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.000101953,0.159752,1.1434e-05,4.34779e-05,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,590.686,0.014,1e-05,0.15
5,3,0.0445155,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,3.98662e-05,3.85545e-05,2.66458e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000124904,8.90603e-05,3.21696e-05,0.000121503,6.24756e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,2.9394e-05,3.8827e-05,0.000101909,5.70442e-05,8.67804e-05,0.000292134,3.87228e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,4.24244e-05,4.14661e-05,5.032e-05,5.90152e-05,2.63973e-05,3.73918e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000248364,0.000307816,9.12319e-05,0.000111503,0.00020314,0.00010845,0.000123676,9.17519e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,6.06758e-05,7.83522e-05,0.00012873,0.000109467,6.20467e-05,7.74348e-05,4.40476e-05,3.93214e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000127305,6.87656e-05,0.000191623,0.000347944,3.25468e-05,1.92081e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,7.17031e-05,0.000151344,8.73753e-05,6.23831e-05,8.71542e-05,5.66335e-05,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,4.85577e-05,5.8027e-05,0.00011219,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,0.000129573,9.041e-05,0.000361503,0.000185311,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,518.94,0.014,1e-05,0.15
6,3,0.114456,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,3.34267e-05,5.97002e-06,2.03361e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,8.32142e-05,0.000171532,2.11056e-05,1.02066e-05,3.72881e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000121459,9.68927e-05,3.36027e-05,9.05724e-05,3.86751e-05,6.52271e-05,1.8429e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000239962,0.000264465,0.000107071,0.00012994,0.000111935,0.00011866,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000158399,8.27505e-05,0.000333031,9.80455e-05,0.000105427,4.90652e-05,4.33632e-05,0.000138593,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,2.51509e-05,4.71714e-05,0.000108289,0.000237932,0.00039505,0.000151724,9.00226e-05,9.41625e-05,0.000141666,0.000141666,0.000141666,0.000141666,9.45006e-05,6.41381e-05,6.98776e-05,9.46986e-05,0.000192129,5.86112e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,7.82002e-05,7.24494e-05,7.24237e-05,0.00018197,0.000123489,4.13695e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000109046,4.74828e-05,8.17979e-05,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000141666,0.000966994,6.12995e-06,7.63186e-06,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,516.521,0.014,1e-05,0.15
7,3,0.0448756,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,7.82409e-05,2.37504e-05,4.41532e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000104727,0.00015151,0.000350754,0.000260546,0.000143042,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000385627,0.000211588,0.00044817,0.000107668,0.000540024,0.000450051,0.0006,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000200394,0.000123031,8.45398e-05,0.000106871,0.000435988,0.000559901,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000305437,0.0006,0.0006,3.77037e-05,4.17408e-05,0.000116768,0.00020832,0.0006,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.00022393,0.000228635,5.10298e-05,7.96525e-05,0.000371052,5.1969e-05,3.80286e-05,0.000106172,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000336411,0.000120773,0.000160677,2.78506e-05,5.35066e-05,1.45401e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.000198284,0.000450062,7.55337e-05,4.91327e-05,6.69288e-05,3.70081e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,6.9975e-05,0.000207451,0.000308005,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,3.79398e-05,0.00493874,6.91579e-06,5.7468e-07,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,661.564,0.014,1e-05,0.15
8,3,0.00707392,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,0.000117301,0.000175295,3.40622e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,0.000117641,0.000347894,0.000103179,1.65658e-05,3.65888e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,8.4166e-05,7.44277e-05,0.000138911,0.000513731,0.000179643,7.56963e-05,7.97573e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,0.000264786,0.000247423,0.000270254,9.04687e-05,6.50029e-05,0.000493709,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,9.23931e-05,0.000127109,9.90282e-05,0.000174742,0.000155965,0.000236388,0.000168301,0.000473843,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.80323e-05,0.00012172,8.57374e-05,0.000162007,4.92006e-05,3.84969e-05,0.000103602,0.000101251,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,6.94161e-05,0.000106281,0.000117921,9.79429e-05,0.000180871,0.000122694,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,7.27435e-05,0.000324716,0.000497736,2.38782e-05,4.62727e-05,4.73484e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,7.13703e-05,4.94238e-05,9.63724e-06,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,4.85629e-05,0.0397588,5.58696e-05,1.31851e-05,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,584.959,0.014,1e-05,0.15
9,3,0.0331469,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000161688,0.000334958,5.44432e-05,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000259031,0.000105105,0.000153234,3.34628e-05,5.12607e-06,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000566688,0.000236066,0.000143687,0.000237864,0.000474835,3.26919e-05,6.88052e-06,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000343971,0.000409114,0.000190932,0.000195402,0.000176159,0.000192063,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000208812,0.000414905,0.0006,0.000175943,0.000164574,0.000145242,0.000267794,0.000141564,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000519396,7.87933e-05,0.000160861,0.000525971,0.000225991,0.000443988,0.000106074,0.000491671,0.000143638,0.000143638,0.000143638,0.000143638,0.000321924,0.000292508,0.000104515,0.00020833,0.000152057,0.00018279,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000236166,0.000245083,0.000119136,0.000107016,6.65853e-05,5.94059e-05,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000116161,0.000105878,0.00011384,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.000143638,0.0462435,0.000601318,1.40336e-05,8,0.3,0.000294,8.02e-05,6.49e-05,0.000131,0.000243,4.35e-05,1.15e-06,0.000254,7.23e-05,556.555,0.014,1e-05,0.15
