

             pestpp-swp - a parameteric sweep utility, version 5.1.13
                     for PEST(++) datasets 

                 by the PEST++ development team


...processing command line: ' pestpp-swp pestpp_swp_cc.pst /H :4002'
...using panther run manager in master mode using port 4002



version: 5.1.13
binary compiled on Feb 17 2022 at 10:09:56

started at 05/09/22 03:27:34
using control file: "pestpp_swp_cc.pst"

in directory: "/srv/common/idm/pest/queen"
on host: "hydrolix"

processing control file pestpp_swp_cc.pst
Note: 3 unused lines in pest control file, see rec file...
noptmax = 0, resetting max_run_fail = 1
parameter warning: 9 parameters are at lower bound


:~-._                                                 _.-~:
: :.~^o._        ________---------________        _.o^~.:.:
 : ::.`?88booo~~~.::::::::...::::::::::::..~~oood88P'.::.:
 :  ::: `?88P .:::....         ........:::::. ?88P' :::. :
  :  :::. `? .::.            . ...........:::. P' .:::. :
   :  :::   ... ..  ...       .. .::::......::.   :::. :
   `  :' .... ..  .:::::.     . ..:::::::....:::.  `: .'
    :..    ____:::::::::.  . . ....:::::::::____  ... :
   :... `:~    ^~-:::::..  .........:::::-~^    ~::.::::
   `.::. `\   (8)  \b:::..::.:.:::::::d/  (8)   /'.::::'
    ::::.  ~-._v    |b.::::::::::::::d|    v_.-~..:::::
    `.:::::... ~~^?888b..:::::::::::d888P^~...::::::::'
     `.::::::::::....~~~ .:::::::::~~~:::::::::::::::'
      `..:::::::::::   .   ....::::    ::::::::::::,'
        `. .:::::::    .      .::::.    ::::::::'.'
          `._ .:::    .        :::::.    :::::_.'
             `-. :    .        :::::      :,-'
                :.   :___     .:::___   .::
      ..--~~~~--:+::. ~~^?b..:::dP^~~.::++:--~~~~--..
        ___....--`+:::.    `~8~'    .:::+'--....___
      ~~   __..---`_=:: ___gd8bg___ :==_'---..__   ~~
       -~~~  _.--~~`-.~~~~~~~~~~~~~~~,-' ~~--._ ~~~-


               starting PANTHER master...

IP addresses:
  0.0.0.0:4002 (IPv4)

PANTHER master listening on socket: 0.0.0.0:4002 (IPv4)
reading par values...
done
starting runs 0 --> 173
    running model 173 times
    starting at 05/09/22 03:27:35

    waiting for agents to appear...


PANTHER progress
   avg = average model run time in minutes
   runs(C = completed | F = failed | T = timed out)
   agents(R = running | W = waiting | U = unavailable)
---------------------------------------------------------------------------------
05/09 03:27:35 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:35 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:36 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:36 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:37 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:37 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:38 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:38 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:39 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:39 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U0   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U1   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U1   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U1   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U1   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U2   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U2   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U2   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U2   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U3   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U3   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U3   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U3   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U4   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U4   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U4   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U4   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U5   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U5   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U5   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U5   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U6   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U6   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U6   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U6   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U7   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U7   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U7   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U7   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U8   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U8   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U8   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U8   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U9   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U9   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U9   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U9   ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U10  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U10  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U10  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U10  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U11  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U11  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U11  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U11  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U12  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U12  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U12  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U12  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U13  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U13  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U13  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U13  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U14  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U14  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U14  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U14  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U15  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U15  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U15  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U15  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U16  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U16  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U16  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U16  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U17  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U17  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U17  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U17  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U18  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U18  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U18  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U18  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U19  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U19  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U19  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U19  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U20  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U20  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U20  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U20  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U21  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U21  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U21  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U21  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U22  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U22  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U22  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U22  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U23  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U23  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U23  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U23  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:40 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:41 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:41 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R0   |W0   |U24  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R1   |W0   |U23  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R1   |W0   |U23  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R2   |W0   |U22  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R2   |W0   |U22  ) 0  
05/09 03:27:42 avg:0     runs(C0    |F0    |T0    ) agents(R3   |W0   |U21  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R3   |W0   |U21  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R4   |W0   |U20  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R4   |W0   |U20  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R5   |W0   |U19  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R5   |W0   |U19  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R6   |W0   |U18  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R6   |W0   |U18  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R7   |W0   |U17  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R7   |W0   |U17  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R8   |W0   |U16  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R8   |W0   |U16  ) 0  
05/09 03:27:43 avg:0     runs(C0    |F0    |T0    ) agents(R9   |W0   |U15  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R9   |W0   |U15  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R10  |W0   |U14  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R10  |W0   |U14  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R11  |W0   |U13  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R11  |W0   |U13  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R12  |W0   |U12  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R12  |W0   |U12  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R13  |W0   |U11  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R13  |W0   |U11  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R14  |W0   |U10  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R14  |W0   |U10  ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R15  |W0   |U9   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R15  |W0   |U9   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R16  |W0   |U8   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R16  |W0   |U8   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R17  |W0   |U7   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R17  |W0   |U7   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R18  |W0   |U6   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R18  |W0   |U6   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R19  |W0   |U5   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R19  |W0   |U5   ) 0  
05/09 03:27:44 avg:0     runs(C0    |F0    |T0    ) agents(R20  |W0   |U4   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R20  |W0   |U4   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R21  |W0   |U3   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R21  |W0   |U3   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R22  |W0   |U2   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R22  |W0   |U2   ) 0  
05/09 03:27:45 avg:0     runs(C0    |F0    |T0    ) agents(R23  |W0   |U1   ) 0  
05/09 03:27:46 avg:0     runs(C0    |F0    |T0    ) agents(R23  |W0   |U1   ) 0  
05/09 03:27:46 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:47 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:47 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:48 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:48 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:49 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:49 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:50 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
05/09 03:27:50 avg:0     runs(C0    |F0    |T0    ) agents(R24  |W0   |U0   ) 0  
