run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,hmuni,hdeep,hshallow,v_lens,zert,zmuni,l_zmuni_pct,zwells,ztdem,hmuni1,hmuni2,hmuni3,hmuni4,hmuni5,hmuni6,hmuni7,hmuni8,hmuni9,hpz01,hpz02,hpz03,hpz04,hpz05,hpz06,hpz07,hpz08,hpz09,hpz10,hpz11,vlens,zert01,zert02,zert03,zert04,zert05,zert06,zert07,zert08,zert09,zert10,zert11,zert12,zert13,zert14,zert15,zert16,zert17,zert18,zert19,zert20,zert21,zert22,zert23,zert24,zert25,zert26,zert27,zert28,zert29,zert30,zert31,zert32,zert33,zert34,zert35,zert36,zert37,zert38,zert39,zert40,zert41,zert42,zert43,zert44,zert45,zert46,zert47,zert48,zert49,zert50,zert51,zert52,zert53,zert54,zert55,zert56,zert57,zert58,zert59,zert60,zert61,zert62,zert63,zert64,zert65,zert66,zert67,zert68,zert69,zert70,zert71,zert72,zert73,zert74,zert75,zert76,zert77,zert78,zert79,zert80,zert81,zert82,zert83,zert84,zert85,zert86,zert87,zmuni1,zmuni1_pct,zmuni2,zmuni2_pct,zmuni3,zmuni3_pct,zmuni4,zmuni4_pct,zmuni5,zmuni5_pct,zmuni6,zmuni6_pct,zmuni7,zmuni7_pct,zmuni8,zmuni8_pct,zmuni9,zmuni9_pct,zpz01,zpz02,zpz03,zpz04,zpz05,zpz07,zpz08,ztdem01,ztdem02,ztdem03,ztdem05,ztdem08,ztdem12,ztdem14,ztdem15,ztdem17,ztdem20,ztdem21,ztdem22,ztdem32,ztdem33,ztdem34,ztdem35,ztdem37,ztdem41,ztdem42,ztdem43,ztdem44,ztdem45,ztdem46,ztdem47,ztdem48,ztdem49,ztdem51,ztdem52,ztdem53,ztdem54,ztdem55,ztdem56,ztdem57,ztdem58,ztdem59,ztdem61,ztdem62,ztdem63,ztdem64,ztdem65,ztdem66,ztdem68,ztdem69,ztdem71,ztdem74,ztdem75,ztdem80,ztdem81
0,0,0,1830.50712854457,1830.50712854457,0,80.7154439701817,26.7783557078844,284.689678010002,0,496.098015399926,0,0,342.934325953095,599.291309503478,1.899510026,1.720173955,1.8501800299,1.8182569742,1.5286589861,1.545470953,1.5346369743,1.5224750042,1.4600609541,1.5558905602,1.568538785,1.5375117064,1.338039279,1.4090064764,1.5265842676,1.8995105028,1.534637332,1.4689810276,1.8797979355,1.8930046558,928959000,-35.749790192,-38.907085419,-42.475162506,-46.074111938,-49.22687149,-51.160404205,-53.769950867,-63.589492798,-63.862937927,-62.855335236,-48.997104645,-41.81489563,-39.41047287,-43.644622803,-46.782459259,-49.497844696,-52.502262115,-54.517463684,-60.967128754,-61.947368622,-62.148750305,-58.312812805,-55.031486511,-41.828227997,-45.765293121,-48.207092285,-50.124713898,-51.875709534,-52.861869812,-53.415763855,-53.498161316,-52.868423462,-51.964176178,-50.585765839,-47.934082031,-44.787372589,-40.227710724,-35.683013916,-39.915374756,-44.2760849,-47.321754456,-50.257347107,-52.534488678,-53.976203918,-55.119884491,-55.633522034,-55.723903656,-55.378387451,-54.545661926,-52.725917816,-51.290145874,-49.019439697,-45.826248169,-39.469802856,-42.745990753,-45.355815887,-47.443225861,-50.049655914,-51.81659317,-53.020061493,-68.924201965,-70.088638306,-66.308555603,-63.858417511,-59.180168152,-49.339763641,-36.332294464,-39.38470459,-42.692230225,-45.161396027,-47.715892792,-49.89358902,-51.671974182,-52.209487915,-35.173629761,-39.162582397,-42.922584534,-46.076469421,-49.435878754,-35.176250458,-37.364467621,-38.998519897,-41.867923737,-43.957798004,-46.194232941,-47.909812927,-48.728645325,-70.344871521,-70.344871521,-62.282619476,-62.282619476,-68.122917175,-68.122917175,-66.672866821,-66.672866821,-53.773292542,-53.773292542,-54.532997131,-54.532997131,-54.045379639,-54.045379639,-53.491653442,-53.491653442,-50.684841156,-50.684841156,-55.061645508,-55.613761902,-54.198669434,-45.207603455,-48.4282341,-70.344871521,-54.045379639,-54.055683136,-53.511901855,-44.210964203,-52.641014099,-52.887763977,-47.251831055,-52.138607025,-53.75787735,-55.710346222,-54.998886108,-54.88211441,-55.16286087,-63.179149628,-61.245182037,-61.997356415,-44.954967499,-59.547214508,-67.380752563,-65.368240356,-68.562583923,-67.362991333,-45.02973175,-44.225654602,-26.932180405,-40.254665375,-38.46698761,-43.479652405,-45.374061584,-50.336803436,-52.246170044,-53.180675507,-54.319824219,-53.118644714,-54.995727539,-49.104000092,-51.981327057,-44.092338562,-52.560050964,-55.752174377,-54.231372833,-54.365112305,-47.880004883,-36.906532288,-41.415882111,-45.916736603,-43.250152588,-40.126544952,-36.933467865
1,1,0,1837.37301635771,1837.37301635771,0,99.8507824428286,25.0140225616317,294.686217133285,0,563.472736637599,0,0,245.749327172387,608.59993040998,1.9186990261,1.8366589546,1.9085680246,1.8773280382,1.5196839571,1.5488669872,1.6797989607,1.7169140577,1.5628650188,1.6276671886,1.6287653446,1.5713031292,1.3255438805,1.3790918589,1.5164647102,1.9186981916,1.6797977686,1.5710785389,1.8591150045,1.9186537266,825451250,-37.858963013,-43.233409882,-47.861736298,-51.48381424,-54.294849396,-55.911010742,-58.059459686,-64.725631714,-64.281593323,-62.81067276,-49.154464722,-40.949718475,-36.507564545,-41.361877441,-44.862636566,-47.893959045,-50.990299225,-53.091266632,-59.556816101,-60.561145782,-60.593948364,-54.91626358,-50.336029053,-37.527553558,-41.999427795,-44.792816162,-46.996711731,-49.049026489,-50.42716217,-51.726913452,-52.604011536,-52.706169128,-52.196228027,-50.978218079,-48.193412781,-44.580375671,-39.244308472,-33.52602005,-38.35161972,-43.687122345,-47.060684204,-50.196495056,-52.587692261,-54.098526001,-55.266132355,-55.709289551,-55.739868164,-55.134117126,-53.830936432,-51.3229599,-49.176422119,-46.030406952,-42.069755554,-39.804374695,-43.395938873,-46.163124084,-48.410297394,-51.101467133,-53.012264252,-54.460357666,-67.634803772,-67.949172974,-63.072418213,-59.901157379,-54.958877563,-44.370407104,-39.381713867,-42.761928558,-46.033103943,-48.057373047,-49.715297699,-51.11964798,-52.334667206,-52.757129669,-35.559013367,-42.780792236,-48.128704071,-52.059627533,-55.685321808,-38.222866058,-41.25718689,-43.076522827,-45.021030426,-46.142623901,-47.285766602,-48.167667389,-48.645633698,-67.840591431,-67.840591431,-64.015899658,-64.015899658,-67.297554016,-67.297554016,-65.898155212,-65.898155212,-50.883083344,-50.883083344,-52.185081482,-52.185081482,-57.790302277,-57.790302277,-59.261024475,-59.261024475,-52.540103912,-52.540103912,-54.894237518,-54.905971527,-52.413192749,-41.877506256,-44.909851074,-67.840591431,-57.790302277,-51.625900269,-51.17383194,-44.371864319,-52.764019012,-50.266731262,-43.801643372,-50.337272644,-52.724235535,-55.832824707,-55.043369293,-55.137897491,-55.438518524,-61.102264404,-59.542304993,-60.193664551,-41.863220215,-58.132926941,-67.729423523,-67.051597595,-67.206977844,-65.857063293,-48.43800354,-45.064674377,-31.56227684,-38.836547852,-41.226631165,-44.618732452,-46.579925537,-51.832641602,-53.567703247,-54.005485535,-55.090339661,-53.5809021,-55.814888,-49.484939575,-52.237400055,-45.251411438,-54.564399719,-56.091983795,-53.354366302,-52.999790192,-50.82856369,-41.803951263,-46.704826355,-46.779712677,-43.869194031,-46.389446259,-39.442546844
2,2,0,1473.85809364762,1473.85809364762,0,116.486589903804,18.73407926358,451.060823227557,0,482.511196062379,0,0,33.0888945354113,371.97651065489,1.9625769854,1.8408609629,1.9413540363,1.9072799683,1.6853870153,1.730610013,1.6823730469,1.7049599886,1.6034560204,1.6490923166,1.653596282,1.6135771275,1.3733762503,1.5830773115,1.6863574982,1.9625763893,1.6823728085,1.6110415459,1.8985226154,1.9612226486,552021700,-27.173254013,-32.009357452,-36.552410126,-40.494815826,-43.59444809,-45.3971138,-47.761657715,-54.896003723,-54.799671173,-53.510719299,-39.881942749,-31.52407074,-27.269594193,-35.842243195,-41.237957001,-44.552211761,-47.433712006,-48.859375,-52.502616882,-52.738014221,-52.217090607,-45.908123016,-40.522922516,-29.389356613,-35.081100464,-38.473445892,-41.061988831,-43.466690063,-44.802875519,-45.451087952,-46.024959564,-45.880245209,-45.273906708,-44.198139191,-41.893672943,-38.605308533,-33.12184906,-26.492355347,-29.699005127,-35.13627243,-38.274330139,-41.007915497,-43.040840149,-44.321868896,-45.406520844,-45.95042038,-46.221969604,-46.102268219,-45.282772064,-43.098098755,-40.721611023,-36.982582092,-31.913049698,-30.999294281,-35.734275818,-39.028182983,-41.208351135,-43.268123627,-44.534816742,-45.366027832,-58.969516754,-59.645961761,-54.426357269,-51.023647308,-45.518634796,-33.589118958,-29.171476364,-33.171051025,-36.772888184,-39.038757324,-41.056480408,-42.681247711,-43.974586487,-44.377998352,-25.280670166,-31.894744873,-37.010578156,-40.840316772,-44.536159515,-27.630285263,-31.095758438,-33.004291534,-35.699726105,-37.530338287,-39.34551239,-40.61548233,-41.167648315,-59.675682068,-59.675682068,-53.791603088,-53.791603088,-58.563922882,-58.563922882,-56.97800827,-56.97800827,-47.499210358,-47.499210358,-49.591072083,-49.591072083,-47.489105225,-47.489105225,-48.346523285,-48.346523285,-43.661846161,-43.661846161,-45.194049835,-45.34998703,-43.537090302,-32.907978058,-43.022312164,-59.675682068,-47.489105225,-47.11214447,-46.056335449,-37.929035187,-45.96762085,-45.084941864,-34.220497131,-42.018932343,-44.400520325,-46.171649933,-46.193946838,-46.142753601,-45.880844116,-52.98033905,-51.83108902,-52.589546204,-35.738109589,-49.876377106,-58.759151459,-57.613418579,-58.623657227,-57.15353775,-42.054523468,-38.160511017,-21.801013947,-31.347667694,-33.313369751,-33.512622833,-35.804191589,-41.516651154,-43.643577576,-44.777103424,-46.02771759,-45.077823639,-46.888309479,-41.663818359,-43.993228912,-38.530677795,-46.086227417,-48.399360657,-43.415512085,-43.50384903,-43.872249603,-35.106067657,-40.458209991,-39.698978424,-35.939136505,-35.785373688,-29.810722351
3,3,0,1455.81611617821,1455.81611617821,0,72.698430148604,83.7630102495779,15.8800230027917,0,774.380787329544,0,0,54.9135943096253,454.180271138064,1.5400470495,1.4476679564,1.5239189863,1.4941849709,1.194206953,1.2316030264,1.3174450397,1.2977880239,1.2029809952,1.2763851881,1.2829134464,1.2425189018,1.0528069735,1.0715805292,1.191599369,1.5400464535,1.3174461126,1.2103526592,1.4869223833,1.538523078,532426300,-24.429124832,-27.844257355,-31.270568848,-34.497554779,-37.195613861,-38.841503143,-41.088813782,-48.535129547,-48.377338409,-47.247760773,-36.404785156,-29.793672562,-24.910276413,-29.264381409,-32.494716644,-35.695354462,-38.986679077,-41.517353058,-48.422271729,-48.890350342,-47.731994629,-40.984764099,-36.736309052,-24.3217659,-27.743049622,-30.104356766,-32.151916504,-34.274131775,-35.700057983,-36.855934143,-37.849346161,-38.216632843,-38.019779205,-37.348731995,-35.719169617,-33.28565979,-29.117460251,-23.769966125,-23.982830048,-28.313728333,-31.330316544,-34.336429596,-36.705574036,-38.159122467,-39.331363678,-39.756404877,-39.592220306,-39.001373291,-38.022960663,-36.149990082,-34.815807343,-32.784618378,-29.949258804,-25.093759537,-28.204580307,-30.580318451,-32.477230072,-34.915477753,-36.632106781,-37.829216003,-52.490222931,-52.550708771,-46.542453766,-43.326248169,-39.009536743,-30.686796188,-26.389421463,-29.096673965,-31.706733704,-33.397071838,-34.88734436,-36.146560669,-37.218322754,-37.569438934,-22.771284103,-27.178100586,-31.053924561,-34.313789368,-37.732456207,-25.471517563,-28.023340225,-29.554620743,-31.212154388,-32.183551788,-33.152275085,-33.879592896,-34.256561279,-51.976581573,-51.976581573,-47.672729492,-47.672729492,-51.179763794,-51.179763794,-49.812957764,-49.812957764,-36.748641968,-36.748641968,-38.449954987,-38.449954987,-42.457843781,-42.457843781,-41.545536041,-41.545536041,-37.250541687,-37.250541687,-39.738624573,-39.978889465,-38.161270142,-29.797315598,-31.424880981,-51.976581573,-42.457843781,-37.307754517,-36.68529129,-32.841682434,-38.440849304,-35.693370819,-31.217329025,-35.610244751,-37.183197021,-39.627853394,-38.45198822,-38.326972961,-38.580623627,-50.811191559,-49.568824768,-50.156703949,-29.359788895,-43.712127686,-51.801280975,-51.02961731,-51.078842163,-49.710586548,-31.53710556,-29.621725082,-21.486223221,-24.197883606,-28.541679382,-32.265983582,-33.334114075,-36.738578796,-37.936725616,-38.284210205,-39.295532227,-38.214866638,-40.093479156,-34.891033173,-37.081569672,-32.168262482,-38.956455231,-40.50699234,-39.025997162,-38.819385529,-33.464645386,-26.769062042,-30.010375977,-31.091363907,-28.579469681,-30.047058105,-26.4282341
4,4,0,1206.74825923076,1206.74825923076,0,73.3076174677848,37.249626050745,202.689587517266,0,450.352463919636,0,0,68.8292609846491,374.319703290681,1.8330299854,1.6403069496,1.7661449909,1.7087110281,1.4598939419,1.4821749926,1.4242370129,1.4625350237,1.4726059437,1.4742109776,1.514860034,1.5033508539,1.2610530853,1.2947633266,1.4567546844,1.8330301046,1.424236536,1.4798321724,1.83317101,1.8231214285,628816800,-31.002613068,-34.982345581,-38.888713837,-42.615180969,-45.53988266,-47.282043457,-49.614757538,-55.670143127,-54.897644043,-52.919189453,-38.568798065,-31.983869553,-29.465694427,-34.889930725,-39.140090942,-42.468170166,-45.815891266,-47.813838959,-53.662528992,-54.559455872,-54.977085114,-50.99016571,-46.443431854,-30.067911148,-34.468414307,-37.617874146,-40.409576416,-43.388626099,-45.273345947,-46.379062653,-47.260513306,-47.117557526,-46.219390869,-44.531478882,-41.628536224,-38.158126831,-33.229660034,-28.018131256,-32.443077087,-36.443061829,-39.037605286,-41.566017151,-43.712265015,-45.272701263,-46.827774048,-47.718727112,-47.734600067,-47.181549072,-46.090553284,-43.440700531,-41.683853149,-38.896247864,-34.201118469,-32.008613586,-34.486988068,-36.690753937,-38.817516327,-41.731750488,-44.127254486,-46.190670013,-62.530418396,-63.741355896,-57.118679047,-54.792003632,-49.570491791,-38.88318634,-32.40455246,-36.785816193,-40.845241547,-43.451976776,-45.75220871,-47.430541992,-48.610584259,-48.920505524,-29.593284607,-33.958755493,-37.603000641,-40.560722351,-43.526374817,-30.638505936,-34.170715332,-36.415489197,-39.97013855,-42.08058548,-43.898750305,-44.962013245,-45.331558228,-63.654998779,-63.654998779,-54.9570961,-54.9570961,-60.615604401,-60.615604401,-57.996997833,-57.996997833,-47.3787117,-47.3787117,-48.476421356,-48.476421356,-46.248409271,-46.248409271,-47.89024353,-47.89024353,-48.223800659,-48.223800659,-47.342514038,-49.060211182,-48.489147186,-37.852294922,-40.30317688,-63.654998779,-46.248409271,-47.863292694,-46.832019806,-39.039203644,-47.365859985,-45.493530273,-36.473239899,-42.896282196,-44.956142426,-47.627040863,-46.051521301,-45.700565338,-46.026039124,-55.395465851,-53.483783722,-54.296794891,-39.085990906,-53.100387573,-61.123756409,-59.50302124,-60.854465485,-58.547637939,-38.95746994,-35.604164124,-26.427057266,-32.324390411,-37.13891983,-36.68365097,-39.102561951,-44.421367645,-46.670681,-48.230293274,-49.772323608,-49.385280609,-50.976932526,-46.147594452,-48.256153107,-40.205467224,-47.998973846,-50.382698059,-49.716587067,-49.544399261,-41.769989014,-33.444576263,-37.301048279,-37.235412598,-35.086101532,-40.661941528,-35.020645142
5,5,0,1195.10711209019,1195.10711209019,0,64.6125061435341,71.8615247557247,55.6404420792589,0,555.093519218811,0,0,31.136171743788,416.762948149073,1.6039659977,1.5908520222,1.6111600399,1.5944910049,1.3141740561,1.3322650194,1.3047369719,1.3745889664,1.3336859941,1.3759505749,1.3930137157,1.3379354477,1.0001928806,1.1264802217,1.3109818697,1.6039639711,1.3047373295,1.3481541872,1.5510824919,1.6055269241,434247100,-19.240119934,-26.847084045,-33.294746399,-38.879795074,-43.100830078,-45.479888916,-48.447494507,-56.013267517,-55.325134277,-53.631462097,-35.973976135,-25.413433075,-18.27485466,-26.674835205,-32.128879547,-36.266536713,-40.64006424,-43.348320007,-51.847377777,-52.620838165,-51.965248108,-42.212265015,-32.466274261,-23.470273972,-32.308933258,-36.68951416,-39.650653839,-42.020771027,-43.338401794,-44.286445618,-44.69719696,-44.431560516,-43.840358734,-42.733478546,-40.188323975,-36.640235901,-30.508008957,-22.184446335,-22.672401428,-32.181957245,-36.975460052,-40.620727539,-43.141895294,-44.707012177,-45.777774811,-46.11838913,-45.855155945,-44.819950104,-43.1431427,-39.965312958,-37.701778412,-34.334236145,-29.586528778,-22.14995575,-27.867740631,-31.723106384,-34.624073029,-38.109291077,-40.645324707,-42.517246246,-56.217430115,-56.668861389,-52.722648621,-49.081203461,-42.9193573,-27.883262634,-21.634443283,-27.663543701,-33.024177551,-36.420181274,-39.479991913,-42.140548706,-44.250797272,-44.838973999,-17.425457001,-25.793716431,-31.985898972,-36.729064941,-41.212120056,-19.652194977,-25.808361053,-29.003889084,-32.205276489,-34.241035461,-36.299686432,-37.838283539,-38.579166412,-56.862148285,-56.862148285,-55.671134949,-55.671134949,-57.040924072,-57.040924072,-56.255210876,-56.255210876,-43.838794708,-43.838794708,-44.705154419,-44.705154419,-43.637039185,-43.637039185,-46.679092407,-46.679092407,-44.537761688,-44.537761688,-45.372840881,-46.125293732,-43.711269379,-28.892309189,-35.59299469,-56.862148285,-43.637039185,-44.419155121,-43.993942261,-33.526279449,-44.1980896,-43.227836609,-31.709604263,-39.051300049,-41.721508026,-46.0219841,-44.200309753,-44.491729736,-45.513034821,-52.081230164,-50.106956482,-51.691604614,-30.621070862,-49.134815216,-56.764343262,-55.976818085,-56.892971039,-55.97561264,-34.206027985,-30.325159073,-21.412086487,-29.941867828,-29.85669136,-32.341152191,-34.72593689,-41.78603363,-44.206256866,-45.26222229,-47.173309326,-45.822330475,-48.720687866,-39.701416016,-43.758514404,-33.046230316,-43.375907898,-46.354923248,-45.505943298,-45.16361618,-37.127292633,-25.771072388,-31.956186295,-32.533214569,-28.494398117,-26.506441116,-22.734035492
6,6,0,1347.31339116812,1347.31339116812,0,98.2753863097113,27.4978884404371,310.667994376626,0,463.066554999041,0,0,36.9997691047813,410.805797937528,1.916746974,1.830335021,1.9222320318,1.8826270103,1.5443480015,1.549268961,1.6541310549,1.6856310368,1.6130110025,1.5639454126,1.5627944469,1.526417017,1.3444081545,1.4039708376,1.5402162075,1.9167476892,1.6541308165,1.6253902912,1.7913948298,1.9211770296,623747000,-29.616054535,-34.430484772,-39.400291443,-44.306545258,-48.370429993,-50.822425842,-54.064903259,-59.864658356,-59.375556946,-57.718235016,-43.546234131,-35.805503845,-31.9634552,-36.87292099,-40.345832825,-43.272964478,-45.976356506,-47.707885742,-51.406108856,-51.594364166,-50.865188599,-46.439907074,-43.523117065,-31.36015892,-35.797393799,-38.858917236,-41.511310577,-44.21282959,-45.826915741,-46.836387634,-47.334442139,-47.016239166,-46.375385284,-45.235095978,-42.667613983,-39.260826111,-33.858345032,-27.868923187,-31.634908676,-36.639091492,-39.934234619,-42.864608765,-44.92357254,-46.078662872,-46.856735229,-47.140289307,-47.306755066,-47.179374695,-46.524002075,-44.954921722,-43.322727203,-40.757492065,-37.326892853,-30.24719429,-33.859142303,-36.658596039,-38.848846436,-41.545017242,-43.306461334,-44.441577911,-63.27412796,-63.371826172,-57.121612549,-53.336658478,-48.471340179,-38.701477051,-33.066642761,-36.943927765,-40.669418335,-43.171253204,-45.522106171,-47.665996552,-49.361537933,-49.85042572,-27.924459457,-33.752998352,-38.996318817,-43.325519562,-47.804428101,-31.640094757,-34.66166687,-36.226196289,-38.705417633,-40.486022949,-42.426364899,-43.865898132,-44.527423859,-63.044769287,-63.044769287,-58.953292847,-58.953292847,-63.204898834,-63.204898834,-61.334049225,-61.334049225,-46.309936523,-46.309936523,-46.635356903,-46.635356903,-51.686004639,-51.686004639,-53.119228363,-53.119228363,-49.728939056,-49.728939056,-46.566108704,-46.461196899,-44.753463745,-36.45558548,-40.145706177,-63.044769287,-51.686004639,-47.116279602,-46.752933502,-38.314476013,-46.717411041,-45.839492798,-38.852928162,-44.195575714,-45.877185822,-47.31854248,-47.445388794,-47.727249146,-47.756206512,-53.815807343,-53.073417664,-52.77797699,-35.403541565,-47.933994293,-64.428375244,-63.974205017,-62.878807068,-61.107639313,-38.045387268,-35.54384613,-25.557670593,-32.921855927,-35.185020447,-39.673366547,-41.291969299,-46.410243988,-48.495105743,-49.692092896,-51.516780853,-50.630195618,-53.189510345,-45.502304077,-48.87494278,-37.066921234,-44.902416229,-47.803546906,-44.362823486,-44.513763428,-40.121669769,-34.444278717,-36.882774353,-37.255836487,-34.34942627,-36.927791595,-30.790943146
7,7,0,1187.12840915049,1187.12840915049,0,69.2229570985762,80.7106337210147,72.8601820119278,0,558.152358066383,0,0,21.1491815272863,385.033096725305,1.687541008,1.511942029,1.6450350285,1.5821989775,1.3034659624,1.2754030228,1.380128026,1.4174870253,1.2746670246,1.3094147444,1.3114634752,1.2544107437,1.0266008377,1.1116365194,1.2955316305,1.6875414848,1.38012743,1.2877371311,1.5820285082,1.6838982105,605330650,-26.283456802,-30.188570023,-34.574512482,-38.879962921,-42.709064484,-45.004314423,-47.977138519,-52.920799255,-52.043804169,-49.76159668,-33.094009399,-26.160341263,-26.521881104,-30.948057175,-34.234382629,-37.025867462,-39.945373535,-41.815502167,-47.155509949,-47.874710083,-47.897693634,-43.179264069,-39.195022583,-26.452360153,-31.975336075,-35.807914734,-39.176807404,-42.630973816,-44.730678558,-46.168094635,-46.618579865,-45.953258514,-44.865776062,-42.943347931,-39.375740051,-35.428871155,-30.219089508,-25.196472168,-28.51483345,-33.34079361,-36.430515289,-39.322315216,-41.591281891,-43.162891388,-44.341537476,-44.852577209,-45.094673157,-44.476455688,-43.036453247,-40.532241821,-38.475879669,-35.51222229,-31.893096924,-29.88983345,-33.314071655,-35.800819397,-37.623699188,-39.613956451,-40.99540329,-41.980464935,-61.058860779,-61.327617645,-52.367111206,-48.760883331,-43.264793396,-32.641326904,-27.989093781,-30.802576065,-33.820106506,-36.006698608,-38.18094635,-40.284141541,-42.215991974,-42.852043152,-24.615915298,-30.336208344,-35.395374298,-39.710475922,-44.166179657,-27.162982941,-29.944869995,-31.65291214,-33.410049438,-34.582641602,-35.893684387,-37.049152374,-37.735500336,-60.455032349,-60.455032349,-52.138523102,-52.138523102,-58.351318359,-58.351318359,-55.43637085,-55.43637085,-43.700077057,-43.700077057,-42.529792786,-42.529792786,-47.192443848,-47.192443848,-48.700637817,-48.700637817,-42.212848663,-42.212848663,-43.052566528,-43.082588196,-40.489959717,-30.336338043,-35.232479095,-60.455032349,-47.192443848,-45.483032227,-45.562091827,-35.346927643,-45.483192444,-44.53660202,-33.448093414,-39.552658081,-41.905227661,-45.245685577,-44.760967255,-45.52879715,-46.32094574,-49.278240204,-47.842189789,-48.007900238,-33.549942017,-45.947917938,-59.950378418,-58.961307526,-58.308609009,-55.695514679,-37.419296265,-34.975391388,-24.524900436,-29.023937225,-31.279075623,-33.851127625,-36.045463562,-41.499744415,-43.533412933,-44.323238373,-45.7240448,-43.998649597,-46.804412842,-38.496265411,-42.213302612,-36.244808197,-44.182430267,-46.6628685,-39.828594208,-40.144420624,-39.359077454,-30.48623848,-35.206417084,-36.329021454,-33.632915497,-30.729261398,-26.558069229
8,8,0,1461.51239628288,1461.51239628288,0,100.961209419389,27.0885231544978,298.188695742578,0,500.500885055876,0,0,97.4852389167872,437.287843993748,1.9096239805,1.9309170246,1.945366025,1.9362039566,1.5270459652,1.5897500515,1.6420409679,1.6800320148,1.5895400047,1.6221989393,1.6265782118,1.5696299076,1.2701767683,1.3788248301,1.5255036354,1.9096238613,1.6420413256,1.600561142,1.7896875143,1.9169067144,709969050,-34.084854126,-38.487030029,-42.987880707,-47.156051636,-50.588798523,-52.622039795,-55.295715332,-65.746795654,-65.330291748,-63.986610413,-51.802074432,-43.007984161,-32.029338837,-37.744869232,-42.148574829,-45.845466614,-49.486190796,-51.855594635,-58.63243866,-58.653972626,-56.823478699,-49.529140472,-45.834903717,-33.797748566,-37.631885529,-40.272052765,-42.502574921,-44.750183105,-46.277671814,-47.530925751,-48.52973175,-48.649806976,-48.083091736,-46.863128662,-44.307727814,-41.053230286,-36.139659882,-30.719018936,-36.996395111,-42.261959076,-45.167892456,-47.637149811,-49.447227478,-50.537220001,-51.427749634,-51.663619995,-51.180866241,-50.109420776,-48.573230743,-45.756988525,-43.788448334,-40.757316589,-36.583408356,-37.205142975,-40.817256927,-43.099414825,-44.642570496,-46.380210876,-47.386814117,-47.925159454,-63.957595825,-64.286811829,-59.819496155,-55.690635681,-51.001602173,-41.533096313,-35.484451294,-39.52602005,-43.257194519,-45.542797089,-47.35136795,-48.736988068,-49.706676483,-49.967567444,-33.145137787,-38.811347961,-43.412258148,-46.974658966,-50.511642456,-34.023983002,-37.654121399,-39.732406616,-42.238201141,-43.589054108,-44.743026733,-45.407089233,-45.651691437,-64.360031128,-64.360031128,-65.00617218,-65.00617218,-65.801177979,-65.801177979,-65.347801208,-65.347801208,-47.979106903,-47.979106903,-50.730426788,-50.730426788,-53.175514221,-53.175514221,-54.757213593,-54.757213593,-50.748142242,-50.748142242,-51.376941681,-51.537277222,-49.089302063,-36.31344223,-41.751918793,-64.360031128,-53.175514221,-48.288711548,-47.401882172,-40.526374817,-48.794895172,-46.281085968,-38.445549011,-44.971302032,-47.296066284,-51.312679291,-49.167152405,-49.04001236,-49.580909729,-58.863071442,-57.585666656,-58.647689819,-36.187072754,-52.432735443,-65.448822021,-64.472618103,-65.369110107,-64.563697815,-43.042251587,-42.169345856,-30.357116699,-37.939453125,-39.113872528,-42.474822998,-43.604709625,-46.987197876,-48.414268494,-49.182209015,-50.936954498,-50.375236511,-52.7981987,-46.646976471,-48.838413239,-40.01701355,-49.766040802,-52.512302399,-48.736885071,-49.384815216,-44.74861145,-37.161334991,-40.919403076,-43.52947998,-41.266914368,-39.126976013,-32.913265228
