 hmuni1                1.7132049799E+00     
 hmuni2                1.9447740316E+00     
 hmuni3                1.9587750435E+00     
 hmuni4                1.4955919981E+00     
 hmuni5                1.5131629705E+00     
 hmuni6                1.8147180080E+00     
 hmuni7                1.9296289682E+00     
 hmuni8                1.8287270069E+00     
 hmuni9                1.9014979601E+00     
 hpz01                 2.1521003246E+00     
 hpz02                 2.1500232220E+00     
 hpz03                 2.0175955296E+00     
 hpz04                 1.3857892752E+00     
 hpz05                 1.6148831844E+00     
 hpz06                 1.8391460180E+00     
 hpz07                 1.9245759249E+00     
 hpz08                 1.9302551746E+00     
 hpz09                 1.9695572853E+00     
 hpz10                 1.7424490452E+00     
 hpz11                 1.9606417418E+00     
