child,parent_1,parent_2,parent_3
GEN=39_MEMBER=1143_DE,GEN=28_MEMBER=810_DE,GEN=2_MEMBER=38_DE,GEN=37_MEMBER=1098_DE,GEN=37_MEMBER=1086_DE
GEN=39_MEMBER=1144_DE,GEN=28_MEMBER=810_DE,GEN=21_MEMBER=605_DE,GEN=29_MEMBER=857_DE,GEN=37_MEMBER=1086_DE
GEN=39_MEMBER=1145_DE,GEN=28_MEMBER=810_DE,GEN=26_MEMBER=763_DE,GEN=25_MEMBER=724_DE,GEN=4_MEMBER=113_DE
GEN=39_MEMBER=1146_DE,GEN=21_MEMBER=605_DE,GEN=31_MEMBER=904_DE,GEN=9_MEMBER=245_DE,GEN=38_MEMBER=1116_DE
GEN=39_MEMBER=1147_DE,GEN=2_MEMBER=38_DE,GEN=21_MEMBER=605_DE,GEN=37_MEMBER=1098_DE,GEN=28_MEMBER=830_DE
GEN=39_MEMBER=1148_DE,GEN=36_MEMBER=1076_DE,GEN=2_MEMBER=38_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=904_DE
GEN=39_MEMBER=1149_DE,GEN=36_MEMBER=1076_DE,GEN=38_MEMBER=1125_DE,GEN=5_MEMBER=141_DE,GEN=9_MEMBER=245_DE
GEN=39_MEMBER=1150_DE,GEN=37_MEMBER=1094_DE,GEN=37_MEMBER=1098_DE,GEN=5_MEMBER=141_DE,GEN=25_MEMBER=724_DE
GEN=39_MEMBER=1151_DE,GEN=32_MEMBER=943_DE,GEN=31_MEMBER=904_DE,GEN=5_MEMBER=141_DE,GEN=26_MEMBER=763_DE
GEN=39_MEMBER=1152_DE,GEN=28_MEMBER=810_DE,GEN=21_MEMBER=605_DE,GEN=37_MEMBER=1098_DE,GEN=35_MEMBER=1044_DE
GEN=39_MEMBER=1153_DE,GEN=36_MEMBER=1076_DE,GEN=31_MEMBER=904_DE,GEN=28_MEMBER=830_DE,GEN=31_MEMBER=905_DE
GEN=39_MEMBER=1154_DE,GEN=2_MEMBER=38_DE,GEN=37_MEMBER=1098_DE,GEN=35_MEMBER=1044_DE,GEN=29_MEMBER=857_DE
GEN=39_MEMBER=1155_DE,GEN=2_MEMBER=38_DE,GEN=25_MEMBER=724_DE,GEN=9_MEMBER=245_DE,GEN=37_MEMBER=1086_DE
GEN=39_MEMBER=1156_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE,GEN=25_MEMBER=724_DE,GEN=9_MEMBER=245_DE
GEN=39_MEMBER=1157_DE,GEN=14_MEMBER=397_DE,GEN=29_MEMBER=857_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE
GEN=39_MEMBER=1158_DE,GEN=2_MEMBER=38_DE,GEN=14_MEMBER=397_DE,GEN=35_MEMBER=1044_DE,GEN=32_MEMBER=943_DE
GEN=39_MEMBER=1159_DE,GEN=36_MEMBER=1076_DE,GEN=35_MEMBER=1044_DE,GEN=5_MEMBER=141_DE,GEN=9_MEMBER=245_DE
GEN=39_MEMBER=1160_DE,GEN=21_MEMBER=605_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE,GEN=32_MEMBER=940_DE
GEN=39_MEMBER=1161_DE,GEN=28_MEMBER=810_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE,GEN=20_MEMBER=570_DE
GEN=39_MEMBER=1162_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1094_DE,GEN=37_MEMBER=1098_DE,GEN=23_MEMBER=670_DE
GEN=39_MEMBER=1163_DE,GEN=2_MEMBER=38_DE,GEN=35_MEMBER=1044_DE,GEN=37_MEMBER=1086_DE,GEN=31_MEMBER=905_DE
GEN=39_MEMBER=1164_DE,GEN=36_MEMBER=1076_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1086_DE
GEN=39_MEMBER=1165_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=23_MEMBER=670_DE,GEN=5_MEMBER=141_DE
GEN=39_MEMBER=1166_DE,GEN=28_MEMBER=810_DE,GEN=4_MEMBER=113_DE,GEN=38_MEMBER=1116_DE,GEN=20_MEMBER=570_DE
GEN=39_MEMBER=1167_DE,GEN=36_MEMBER=1076_DE,GEN=9_MEMBER=245_DE,GEN=4_MEMBER=113_DE,GEN=32_MEMBER=940_DE
GEN=39_MEMBER=1168_DE,GEN=36_MEMBER=1076_DE,GEN=37_MEMBER=1094_DE,GEN=21_MEMBER=605_DE,GEN=31_MEMBER=904_DE
GEN=39_MEMBER=1169_DE,GEN=36_MEMBER=1076_DE,GEN=35_MEMBER=1044_DE,GEN=37_MEMBER=1086_DE,GEN=26_MEMBER=774_DE
GEN=40_MEMBER=1170_DE,GEN=36_MEMBER=1076_DE,GEN=26_MEMBER=763_DE,GEN=4_MEMBER=113_DE,GEN=28_MEMBER=830_DE
GEN=40_MEMBER=1171_DE,GEN=2_MEMBER=38_DE,GEN=37_MEMBER=1098_DE,GEN=35_MEMBER=1044_DE,GEN=25_MEMBER=724_DE
GEN=40_MEMBER=1172_DE,GEN=14_MEMBER=397_DE,GEN=37_MEMBER=1098_DE,GEN=23_MEMBER=670_DE,GEN=20_MEMBER=570_DE
GEN=40_MEMBER=1173_DE,GEN=36_MEMBER=1076_DE,GEN=32_MEMBER=943_DE,GEN=31_MEMBER=904_DE,GEN=26_MEMBER=763_DE
GEN=40_MEMBER=1174_DE,GEN=28_MEMBER=810_DE,GEN=36_MEMBER=1076_DE,GEN=32_MEMBER=943_DE,GEN=9_MEMBER=245_DE
GEN=40_MEMBER=1175_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=35_MEMBER=1044_DE,GEN=38_MEMBER=1116_DE
GEN=40_MEMBER=1176_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE,GEN=31_MEMBER=904_DE,GEN=37_MEMBER=1086_DE
GEN=40_MEMBER=1177_DE,GEN=14_MEMBER=397_DE,GEN=32_MEMBER=943_DE,GEN=5_MEMBER=141_DE,GEN=26_MEMBER=763_DE
GEN=40_MEMBER=1178_DE,GEN=32_MEMBER=943_DE,GEN=23_MEMBER=670_DE,GEN=5_MEMBER=141_DE,GEN=32_MEMBER=940_DE
GEN=40_MEMBER=1179_DE,GEN=14_MEMBER=397_DE,GEN=31_MEMBER=904_DE,GEN=25_MEMBER=724_DE,GEN=4_MEMBER=113_DE
GEN=40_MEMBER=1180_DE,GEN=36_MEMBER=1076_DE,GEN=31_MEMBER=904_DE,GEN=38_MEMBER=1116_DE,GEN=21_MEMBER=604_DE
GEN=40_MEMBER=1181_DE,GEN=32_MEMBER=943_DE,GEN=23_MEMBER=670_DE,GEN=26_MEMBER=763_DE,GEN=31_MEMBER=905_DE
GEN=40_MEMBER=1182_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=5_MEMBER=141_DE,GEN=20_MEMBER=570_DE
GEN=40_MEMBER=1183_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE,GEN=5_MEMBER=141_DE
GEN=40_MEMBER=1184_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE,GEN=37_MEMBER=1086_DE
GEN=40_MEMBER=1185_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE,GEN=37_MEMBER=1086_DE
GEN=40_MEMBER=1186_DE,GEN=36_MEMBER=1076_DE,GEN=37_MEMBER=1094_DE,GEN=29_MEMBER=857_DE,GEN=26_MEMBER=750_DE
GEN=40_MEMBER=1187_DE,GEN=36_MEMBER=1076_DE,GEN=2_MEMBER=38_DE,GEN=32_MEMBER=943_DE,GEN=25_MEMBER=724_DE
GEN=40_MEMBER=1188_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE,GEN=38_MEMBER=1116_DE,GEN=26_MEMBER=750_DE
GEN=40_MEMBER=1189_DE,GEN=35_MEMBER=1044_DE,GEN=31_MEMBER=904_DE,GEN=37_MEMBER=1086_DE,GEN=21_MEMBER=604_DE
GEN=40_MEMBER=1190_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=32_MEMBER=943_DE
GEN=40_MEMBER=1191_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=5_MEMBER=141_DE,GEN=31_MEMBER=905_DE
GEN=40_MEMBER=1192_DE,GEN=36_MEMBER=1076_DE,GEN=21_MEMBER=605_DE,GEN=29_MEMBER=857_DE,GEN=38_MEMBER=1116_DE
GEN=40_MEMBER=1193_DE,GEN=2_MEMBER=38_DE,GEN=21_MEMBER=605_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE
GEN=40_MEMBER=1194_DE,GEN=36_MEMBER=1076_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=29_MEMBER=857_DE
GEN=40_MEMBER=1195_DE,GEN=36_MEMBER=1076_DE,GEN=2_MEMBER=38_DE,GEN=26_MEMBER=763_DE,GEN=31_MEMBER=905_DE
GEN=40_MEMBER=1196_DE,GEN=21_MEMBER=605_DE,GEN=38_MEMBER=1125_DE,GEN=26_MEMBER=763_DE,GEN=32_MEMBER=940_DE
GEN=40_MEMBER=1197_DE,GEN=36_MEMBER=1076_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1086_DE
GEN=40_MEMBER=1198_DE,GEN=35_MEMBER=1044_DE,GEN=26_MEMBER=763_DE,GEN=32_MEMBER=940_DE,GEN=28_MEMBER=830_DE
GEN=40_MEMBER=1199_DE,GEN=32_MEMBER=943_DE,GEN=5_MEMBER=141_DE,GEN=26_MEMBER=763_DE,GEN=32_MEMBER=940_DE
GEN=41_MEMBER=1200_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=14_MEMBER=397_DE,GEN=26_MEMBER=763_DE
GEN=41_MEMBER=1201_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE,GEN=37_MEMBER=1086_DE,GEN=32_MEMBER=940_DE
GEN=41_MEMBER=1202_DE,GEN=21_MEMBER=605_DE,GEN=35_MEMBER=1044_DE,GEN=26_MEMBER=763_DE,GEN=21_MEMBER=604_DE
GEN=41_MEMBER=1203_DE,GEN=28_MEMBER=810_DE,GEN=5_MEMBER=141_DE,GEN=26_MEMBER=763_DE,GEN=32_MEMBER=940_DE
GEN=41_MEMBER=1204_DE,GEN=40_MEMBER=1186_DE,GEN=21_MEMBER=605_DE,GEN=23_MEMBER=670_DE,GEN=9_MEMBER=245_DE
GEN=41_MEMBER=1205_DE,GEN=21_MEMBER=605_DE,GEN=35_MEMBER=1044_DE,GEN=25_MEMBER=724_DE,GEN=32_MEMBER=940_DE
GEN=41_MEMBER=1206_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE
GEN=41_MEMBER=1207_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=25_MEMBER=724_DE,GEN=32_MEMBER=940_DE
GEN=41_MEMBER=1208_DE,GEN=2_MEMBER=38_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=20_MEMBER=570_DE
GEN=41_MEMBER=1209_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE,GEN=37_MEMBER=1098_DE,GEN=5_MEMBER=126_DE
GEN=41_MEMBER=1210_DE,GEN=37_MEMBER=1094_DE,GEN=37_MEMBER=1098_DE,GEN=28_MEMBER=830_DE,GEN=5_MEMBER=126_DE
GEN=41_MEMBER=1211_DE,GEN=28_MEMBER=810_DE,GEN=2_MEMBER=38_DE,GEN=29_MEMBER=857_DE,GEN=38_MEMBER=1116_DE
GEN=41_MEMBER=1212_DE,GEN=38_MEMBER=1125_DE,GEN=29_MEMBER=857_DE,GEN=26_MEMBER=763_DE,GEN=31_MEMBER=905_DE
GEN=41_MEMBER=1213_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=904_DE,GEN=21_MEMBER=604_DE
GEN=41_MEMBER=1214_DE,GEN=25_MEMBER=724_DE,GEN=28_MEMBER=830_DE,GEN=31_MEMBER=905_DE,GEN=21_MEMBER=604_DE
GEN=41_MEMBER=1215_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE
GEN=41_MEMBER=1216_DE,GEN=35_MEMBER=1044_DE,GEN=29_MEMBER=857_DE,GEN=23_MEMBER=670_DE,GEN=25_MEMBER=724_DE
GEN=41_MEMBER=1217_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=23_MEMBER=670_DE,GEN=25_MEMBER=724_DE
GEN=41_MEMBER=1218_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=32_MEMBER=943_DE,GEN=25_MEMBER=724_DE
GEN=41_MEMBER=1219_DE,GEN=28_MEMBER=810_DE,GEN=25_MEMBER=724_DE,GEN=9_MEMBER=245_DE,GEN=37_MEMBER=1086_DE
GEN=41_MEMBER=1220_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=29_MEMBER=857_DE
GEN=41_MEMBER=1221_DE,GEN=28_MEMBER=810_DE,GEN=40_MEMBER=1186_DE,GEN=29_MEMBER=857_DE,GEN=26_MEMBER=750_DE
GEN=41_MEMBER=1222_DE,GEN=40_MEMBER=1186_DE,GEN=21_MEMBER=605_DE,GEN=31_MEMBER=904_DE,GEN=9_MEMBER=245_DE
GEN=41_MEMBER=1223_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=32_MEMBER=943_DE,GEN=29_MEMBER=857_DE
GEN=41_MEMBER=1224_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=5_MEMBER=141_DE,GEN=25_MEMBER=724_DE
GEN=41_MEMBER=1225_DE,GEN=28_MEMBER=810_DE,GEN=29_MEMBER=857_DE,GEN=23_MEMBER=670_DE,GEN=5_MEMBER=141_DE
GEN=41_MEMBER=1226_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=31_MEMBER=904_DE
GEN=41_MEMBER=1227_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE,GEN=9_MEMBER=245_DE,GEN=38_MEMBER=1116_DE
GEN=41_MEMBER=1228_DE,GEN=28_MEMBER=810_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=905_DE
GEN=41_MEMBER=1229_DE,GEN=37_MEMBER=1094_DE,GEN=32_MEMBER=943_DE,GEN=25_MEMBER=724_DE,GEN=40_MEMBER=1170_DE
GEN=42_MEMBER=1230_DE,GEN=2_MEMBER=38_DE,GEN=32_MEMBER=943_DE,GEN=29_MEMBER=857_DE,GEN=4_MEMBER=113_DE
GEN=42_MEMBER=1231_DE,GEN=28_MEMBER=810_DE,GEN=40_MEMBER=1186_DE,GEN=21_MEMBER=605_DE,GEN=5_MEMBER=141_DE
GEN=42_MEMBER=1232_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE,GEN=32_MEMBER=943_DE,GEN=5_MEMBER=141_DE
GEN=42_MEMBER=1233_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=31_MEMBER=904_DE
GEN=42_MEMBER=1234_DE,GEN=21_MEMBER=605_DE,GEN=38_MEMBER=1125_DE,GEN=37_MEMBER=1098_DE,GEN=9_MEMBER=245_DE
GEN=42_MEMBER=1235_DE,GEN=37_MEMBER=1094_DE,GEN=14_MEMBER=397_DE,GEN=25_MEMBER=724_DE,GEN=32_MEMBER=940_DE
GEN=42_MEMBER=1236_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=37_MEMBER=1098_DE,GEN=28_MEMBER=830_DE
GEN=42_MEMBER=1237_DE,GEN=40_MEMBER=1186_DE,GEN=2_MEMBER=38_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE
GEN=42_MEMBER=1238_DE,GEN=38_MEMBER=1125_DE,GEN=31_MEMBER=904_DE,GEN=32_MEMBER=940_DE,GEN=21_MEMBER=604_DE
GEN=42_MEMBER=1239_DE,GEN=37_MEMBER=1098_DE,GEN=25_MEMBER=724_DE,GEN=28_MEMBER=830_DE,GEN=38_MEMBER=1116_DE
GEN=42_MEMBER=1240_DE,GEN=40_MEMBER=1186_DE,GEN=38_MEMBER=1125_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE
GEN=42_MEMBER=1241_DE,GEN=40_MEMBER=1186_DE,GEN=2_MEMBER=38_DE,GEN=25_MEMBER=724_DE,GEN=41_MEMBER=1201_DE
GEN=42_MEMBER=1242_DE,GEN=28_MEMBER=810_DE,GEN=21_MEMBER=605_DE,GEN=25_MEMBER=724_DE,GEN=9_MEMBER=245_DE
GEN=42_MEMBER=1243_DE,GEN=37_MEMBER=1094_DE,GEN=5_MEMBER=141_DE,GEN=35_MEMBER=1044_DE,GEN=20_MEMBER=570_DE
GEN=42_MEMBER=1244_DE,GEN=28_MEMBER=810_DE,GEN=40_MEMBER=1186_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE
GEN=42_MEMBER=1245_DE,GEN=21_MEMBER=605_DE,GEN=29_MEMBER=857_DE,GEN=9_MEMBER=245_DE,GEN=32_MEMBER=940_DE
GEN=42_MEMBER=1246_DE,GEN=40_MEMBER=1186_DE,GEN=5_MEMBER=141_DE,GEN=35_MEMBER=1044_DE,GEN=28_MEMBER=830_DE
GEN=42_MEMBER=1247_DE,GEN=38_MEMBER=1125_DE,GEN=29_MEMBER=857_DE,GEN=23_MEMBER=670_DE,GEN=25_MEMBER=724_DE
GEN=42_MEMBER=1248_DE,GEN=28_MEMBER=810_DE,GEN=14_MEMBER=397_DE,GEN=37_MEMBER=1098_DE,GEN=5_MEMBER=141_DE
GEN=42_MEMBER=1249_DE,GEN=14_MEMBER=397_DE,GEN=32_MEMBER=943_DE,GEN=23_MEMBER=670_DE,GEN=4_MEMBER=113_DE
GEN=42_MEMBER=1250_DE,GEN=28_MEMBER=810_DE,GEN=2_MEMBER=38_DE,GEN=29_MEMBER=857_DE,GEN=37_MEMBER=1086_DE
GEN=42_MEMBER=1251_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=32_MEMBER=943_DE,GEN=4_MEMBER=113_DE
GEN=42_MEMBER=1252_DE,GEN=37_MEMBER=1094_DE,GEN=37_MEMBER=1098_DE,GEN=23_MEMBER=670_DE,GEN=25_MEMBER=724_DE
GEN=42_MEMBER=1253_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=904_DE,GEN=25_MEMBER=724_DE
GEN=42_MEMBER=1254_DE,GEN=40_MEMBER=1186_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE,GEN=41_MEMBER=1201_DE
GEN=42_MEMBER=1255_DE,GEN=28_MEMBER=810_DE,GEN=37_MEMBER=1098_DE,GEN=29_MEMBER=857_DE,GEN=25_MEMBER=724_DE
GEN=42_MEMBER=1256_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1098_DE,GEN=32_MEMBER=943_DE,GEN=29_MEMBER=857_DE
GEN=42_MEMBER=1257_DE,GEN=38_MEMBER=1125_DE,GEN=31_MEMBER=904_DE,GEN=29_MEMBER=857_DE,GEN=37_MEMBER=1086_DE
GEN=42_MEMBER=1258_DE,GEN=2_MEMBER=38_DE,GEN=21_MEMBER=605_DE,GEN=32_MEMBER=943_DE,GEN=5_MEMBER=141_DE
GEN=42_MEMBER=1259_DE,GEN=21_MEMBER=605_DE,GEN=38_MEMBER=1125_DE,GEN=25_MEMBER=724_DE,GEN=21_MEMBER=604_DE
GEN=43_MEMBER=1260_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=904_DE,GEN=9_MEMBER=245_DE,GEN=38_MEMBER=1116_DE
GEN=43_MEMBER=1261_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=31_MEMBER=904_DE,GEN=32_MEMBER=943_DE
GEN=43_MEMBER=1262_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE,GEN=32_MEMBER=940_DE
GEN=43_MEMBER=1263_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=31_MEMBER=904_DE,GEN=37_MEMBER=1086_DE
GEN=43_MEMBER=1264_DE,GEN=28_MEMBER=810_DE,GEN=21_MEMBER=605_DE,GEN=5_MEMBER=141_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1265_DE,GEN=40_MEMBER=1186_DE,GEN=2_MEMBER=38_DE,GEN=21_MEMBER=605_DE,GEN=32_MEMBER=943_DE
GEN=43_MEMBER=1266_DE,GEN=21_MEMBER=605_DE,GEN=31_MEMBER=904_DE,GEN=5_MEMBER=141_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1267_DE,GEN=32_MEMBER=943_DE,GEN=9_MEMBER=245_DE,GEN=32_MEMBER=940_DE,GEN=28_MEMBER=830_DE
GEN=43_MEMBER=1268_DE,GEN=28_MEMBER=810_DE,GEN=31_MEMBER=904_DE,GEN=9_MEMBER=245_DE,GEN=31_MEMBER=905_DE
GEN=43_MEMBER=1269_DE,GEN=14_MEMBER=397_DE,GEN=41_MEMBER=1201_DE,GEN=37_MEMBER=1086_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1270_DE,GEN=28_MEMBER=810_DE,GEN=31_MEMBER=904_DE,GEN=37_MEMBER=1086_DE,GEN=38_MEMBER=1116_DE
GEN=43_MEMBER=1271_DE,GEN=28_MEMBER=810_DE,GEN=32_MEMBER=943_DE,GEN=42_MEMBER=1238_DE,GEN=32_MEMBER=940_DE
GEN=43_MEMBER=1272_DE,GEN=31_MEMBER=904_DE,GEN=38_MEMBER=1125_DE,GEN=4_MEMBER=113_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1273_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=42_MEMBER=1238_DE,GEN=38_MEMBER=1116_DE
GEN=43_MEMBER=1274_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=41_MEMBER=1201_DE,GEN=32_MEMBER=940_DE
GEN=43_MEMBER=1275_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE,GEN=20_MEMBER=570_DE
GEN=43_MEMBER=1276_DE,GEN=37_MEMBER=1098_DE,GEN=32_MEMBER=943_DE,GEN=9_MEMBER=245_DE,GEN=31_MEMBER=905_DE
GEN=43_MEMBER=1277_DE,GEN=2_MEMBER=38_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE,GEN=42_MEMBER=1238_DE
GEN=43_MEMBER=1278_DE,GEN=37_MEMBER=1094_DE,GEN=9_MEMBER=245_DE,GEN=37_MEMBER=1086_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1279_DE,GEN=40_MEMBER=1186_DE,GEN=14_MEMBER=397_DE,GEN=32_MEMBER=943_DE,GEN=9_MEMBER=245_DE
GEN=43_MEMBER=1280_DE,GEN=37_MEMBER=1094_DE,GEN=4_MEMBER=113_DE,GEN=37_MEMBER=1086_DE,GEN=32_MEMBER=940_DE
GEN=43_MEMBER=1281_DE,GEN=37_MEMBER=1098_DE,GEN=32_MEMBER=943_DE,GEN=38_MEMBER=1125_DE,GEN=31_MEMBER=905_DE
GEN=43_MEMBER=1282_DE,GEN=37_MEMBER=1098_DE,GEN=31_MEMBER=904_DE,GEN=37_MEMBER=1086_DE,GEN=26_MEMBER=750_DE
GEN=43_MEMBER=1283_DE,GEN=37_MEMBER=1098_DE,GEN=9_MEMBER=245_DE,GEN=41_MEMBER=1201_DE,GEN=37_MEMBER=1086_DE
GEN=43_MEMBER=1284_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE,GEN=38_MEMBER=1116_DE,GEN=20_MEMBER=570_DE
GEN=43_MEMBER=1285_DE,GEN=14_MEMBER=397_DE,GEN=5_MEMBER=141_DE,GEN=42_MEMBER=1238_DE,GEN=5_MEMBER=126_DE
GEN=43_MEMBER=1286_DE,GEN=2_MEMBER=38_DE,GEN=21_MEMBER=605_DE,GEN=41_MEMBER=1201_DE,GEN=35_MEMBER=1044_DE
GEN=43_MEMBER=1287_DE,GEN=40_MEMBER=1186_DE,GEN=37_MEMBER=1094_DE,GEN=21_MEMBER=605_DE,GEN=42_MEMBER=1238_DE
GEN=43_MEMBER=1288_DE,GEN=28_MEMBER=810_DE,GEN=32_MEMBER=943_DE,GEN=38_MEMBER=1125_DE,GEN=25_MEMBER=724_DE
GEN=43_MEMBER=1289_DE,GEN=28_MEMBER=810_DE,GEN=2_MEMBER=38_DE,GEN=32_MEMBER=943_DE,GEN=38_MEMBER=1125_DE
GEN=44_MEMBER=1290_DE,GEN=37_MEMBER=1094_DE,GEN=14_MEMBER=397_DE,GEN=38_MEMBER=1125_DE,GEN=35_MEMBER=1044_DE
GEN=44_MEMBER=1291_DE,GEN=14_MEMBER=397_DE,GEN=31_MEMBER=904_DE,GEN=9_MEMBER=245_DE,GEN=37_MEMBER=1086_DE
GEN=44_MEMBER=1292_DE,GEN=43_MEMBER=1276_DE,GEN=43_MEMBER=1266_DE,GEN=28_MEMBER=830_DE,GEN=35_MEMBER=1044_DE
GEN=44_MEMBER=1293_DE,GEN=43_MEMBER=1276_DE,GEN=14_MEMBER=397_DE,GEN=21_MEMBER=605_DE,GEN=4_MEMBER=113_DE
GEN=44_MEMBER=1294_DE,GEN=37_MEMBER=1094_DE,GEN=2_MEMBER=38_DE,GEN=43_MEMBER=1283_DE,GEN=38_MEMBER=1116_DE
GEN=44_MEMBER=1295_DE,GEN=5_MEMBER=141_DE,GEN=25_MEMBER=724_DE,GEN=21_MEMBER=605_DE,GEN=35_MEMBER=1044_DE
GEN=44_MEMBER=1296_DE,GEN=43_MEMBER=1276_DE,GEN=31_MEMBER=904_DE,GEN=38_MEMBER=1125_DE,GEN=32_MEMBER=943_DE
GEN=44_MEMBER=1297_DE,GEN=37_MEMBER=1094_DE,GEN=14_MEMBER=397_DE,GEN=31_MEMBER=905_DE,GEN=20_MEMBER=570_DE
GEN=44_MEMBER=1298_DE,GEN=43_MEMBER=1276_DE,GEN=31_MEMBER=904_DE,GEN=23_MEMBER=670_DE,GEN=32_MEMBER=940_DE
GEN=44_MEMBER=1299_DE,GEN=14_MEMBER=397_DE,GEN=5_MEMBER=141_DE,GEN=43_MEMBER=1266_DE,GEN=35_MEMBER=1044_DE
GEN=44_MEMBER=1300_DE,GEN=40_MEMBER=1186_DE,GEN=28_MEMBER=810_DE,GEN=38_MEMBER=1125_DE,GEN=28_MEMBER=830_DE
GEN=44_MEMBER=1301_DE,GEN=25_MEMBER=724_DE,GEN=43_MEMBER=1283_DE,GEN=32_MEMBER=943_DE,GEN=43_MEMBER=1266_DE
