child,parent_1,parent_2,parent_3
GEN=83_MEMBER=2460_DE,GEN=68_MEMBER=2010_DE,GEN=45_MEMBER=1328_DE,GEN=57_MEMBER=1691_DE,GEN=80_MEMBER=2381_DE
GEN=83_MEMBER=2461_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE,GEN=80_MEMBER=2383_DE,GEN=81_MEMBER=2424_DE
GEN=83_MEMBER=2462_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=32_MEMBER=940_DE,GEN=38_MEMBER=1125_DE
GEN=83_MEMBER=2463_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2125_DE,GEN=52_MEMBER=1543_DE,GEN=80_MEMBER=2383_DE
GEN=83_MEMBER=2464_DE,GEN=46_MEMBER=1377_DE,GEN=31_MEMBER=904_DE,GEN=71_MEMBER=2124_DE,GEN=80_MEMBER=2388_DE
GEN=83_MEMBER=2465_DE,GEN=43_MEMBER=1276_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE,GEN=4_MEMBER=113_DE
GEN=83_MEMBER=2466_DE,GEN=43_MEMBER=1276_DE,GEN=45_MEMBER=1328_DE,GEN=52_MEMBER=1543_DE,GEN=57_MEMBER=1691_DE
GEN=83_MEMBER=2467_DE,GEN=68_MEMBER=2010_DE,GEN=80_MEMBER=2398_DE,GEN=52_MEMBER=1543_DE,GEN=57_MEMBER=1691_DE
GEN=83_MEMBER=2468_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=57_MEMBER=1698_DE,GEN=80_MEMBER=2383_DE
GEN=83_MEMBER=2469_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=45_MEMBER=1328_DE,GEN=80_MEMBER=2383_DE
GEN=83_MEMBER=2470_DE,GEN=46_MEMBER=1377_DE,GEN=55_MEMBER=1639_DE,GEN=80_MEMBER=2388_DE,GEN=80_MEMBER=2383_DE
GEN=83_MEMBER=2471_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE,GEN=52_MEMBER=1543_DE,GEN=80_MEMBER=2388_DE
GEN=83_MEMBER=2472_DE,GEN=43_MEMBER=1276_DE,GEN=45_MEMBER=1328_DE,GEN=52_MEMBER=1543_DE,GEN=80_MEMBER=2388_DE
GEN=83_MEMBER=2473_DE,GEN=80_MEMBER=2398_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2124_DE,GEN=50_MEMBER=1491_DE
GEN=83_MEMBER=2474_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2124_DE,GEN=57_MEMBER=1691_DE
GEN=83_MEMBER=2475_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=57_MEMBER=1698_DE
GEN=83_MEMBER=2476_DE,GEN=28_MEMBER=810_DE,GEN=4_MEMBER=113_DE,GEN=80_MEMBER=2388_DE,GEN=50_MEMBER=1491_DE
GEN=83_MEMBER=2477_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2124_DE,GEN=80_MEMBER=2381_DE,GEN=50_MEMBER=1491_DE
GEN=83_MEMBER=2478_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2124_DE
GEN=83_MEMBER=2479_DE,GEN=46_MEMBER=1377_DE,GEN=80_MEMBER=2398_DE,GEN=49_MEMBER=1459_DE,GEN=38_MEMBER=1125_DE
GEN=83_MEMBER=2480_DE,GEN=28_MEMBER=810_DE,GEN=45_MEMBER=1328_DE,GEN=48_MEMBER=1424_DE,GEN=49_MEMBER=1459_DE
GEN=83_MEMBER=2481_DE,GEN=28_MEMBER=810_DE,GEN=71_MEMBER=2125_DE,GEN=45_MEMBER=1328_DE,GEN=4_MEMBER=113_DE
GEN=83_MEMBER=2482_DE,GEN=71_MEMBER=2125_DE,GEN=57_MEMBER=1691_DE,GEN=55_MEMBER=1639_DE,GEN=2_MEMBER=38_DE
GEN=83_MEMBER=2483_DE,GEN=81_MEMBER=2413_DE,GEN=71_MEMBER=2125_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE
GEN=83_MEMBER=2484_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=80_MEMBER=2398_DE,GEN=32_MEMBER=940_DE
GEN=83_MEMBER=2485_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE,GEN=71_MEMBER=2124_DE,GEN=42_MEMBER=1238_DE
GEN=83_MEMBER=2486_DE,GEN=71_MEMBER=2125_DE,GEN=45_MEMBER=1328_DE,GEN=52_MEMBER=1543_DE,GEN=80_MEMBER=2383_DE
GEN=83_MEMBER=2487_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE,GEN=71_MEMBER=2124_DE
GEN=83_MEMBER=2488_DE,GEN=43_MEMBER=1276_DE,GEN=45_MEMBER=1328_DE,GEN=48_MEMBER=1424_DE,GEN=52_MEMBER=1543_DE
GEN=83_MEMBER=2489_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE
GEN=84_MEMBER=2490_DE,GEN=28_MEMBER=810_DE,GEN=48_MEMBER=1424_DE,GEN=32_MEMBER=940_DE,GEN=2_MEMBER=38_DE
GEN=84_MEMBER=2491_DE,GEN=52_MEMBER=1543_DE,GEN=55_MEMBER=1639_DE,GEN=80_MEMBER=2381_DE,GEN=50_MEMBER=1491_DE
GEN=84_MEMBER=2492_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=31_MEMBER=904_DE,GEN=80_MEMBER=2388_DE
GEN=84_MEMBER=2493_DE,GEN=81_MEMBER=2413_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE,GEN=49_MEMBER=1459_DE
GEN=84_MEMBER=2494_DE,GEN=81_MEMBER=2413_DE,GEN=71_MEMBER=2125_DE,GEN=32_MEMBER=940_DE,GEN=2_MEMBER=38_DE
GEN=84_MEMBER=2495_DE,GEN=28_MEMBER=810_DE,GEN=71_MEMBER=2125_DE,GEN=4_MEMBER=113_DE,GEN=49_MEMBER=1459_DE
GEN=84_MEMBER=2496_DE,GEN=80_MEMBER=2398_DE,GEN=48_MEMBER=1424_DE,GEN=32_MEMBER=940_DE,GEN=42_MEMBER=1238_DE
GEN=84_MEMBER=2497_DE,GEN=81_MEMBER=2413_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE
GEN=84_MEMBER=2498_DE,GEN=81_MEMBER=2413_DE,GEN=49_MEMBER=1459_DE,GEN=80_MEMBER=2388_DE,GEN=83_MEMBER=2478_DE
GEN=84_MEMBER=2499_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=49_MEMBER=1459_DE,GEN=38_MEMBER=1125_DE
GEN=84_MEMBER=2500_DE,GEN=68_MEMBER=2010_DE,GEN=43_MEMBER=1276_DE,GEN=49_MEMBER=1459_DE,GEN=38_MEMBER=1125_DE
GEN=84_MEMBER=2501_DE,GEN=68_MEMBER=2010_DE,GEN=31_MEMBER=904_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE
GEN=84_MEMBER=2502_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=42_MEMBER=1238_DE
GEN=84_MEMBER=2503_DE,GEN=71_MEMBER=2125_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE,GEN=71_MEMBER=2124_DE
GEN=84_MEMBER=2504_DE,GEN=52_MEMBER=1543_DE,GEN=32_MEMBER=940_DE,GEN=49_MEMBER=1459_DE,GEN=81_MEMBER=2424_DE
GEN=84_MEMBER=2505_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE,GEN=83_MEMBER=2478_DE
GEN=84_MEMBER=2506_DE,GEN=81_MEMBER=2413_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2125_DE,GEN=2_MEMBER=38_DE
GEN=84_MEMBER=2507_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=32_MEMBER=940_DE,GEN=29_MEMBER=857_DE
GEN=84_MEMBER=2508_DE,GEN=80_MEMBER=2398_DE,GEN=49_MEMBER=1459_DE,GEN=80_MEMBER=2388_DE,GEN=2_MEMBER=38_DE
GEN=84_MEMBER=2509_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2125_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE
GEN=84_MEMBER=2510_DE,GEN=28_MEMBER=810_DE,GEN=32_MEMBER=940_DE,GEN=57_MEMBER=1691_DE,GEN=80_MEMBER=2381_DE
GEN=84_MEMBER=2511_DE,GEN=80_MEMBER=2398_DE,GEN=72_MEMBER=2153_DE,GEN=45_MEMBER=1328_DE,GEN=55_MEMBER=1639_DE
GEN=84_MEMBER=2512_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=49_MEMBER=1459_DE,GEN=80_MEMBER=2381_DE
GEN=84_MEMBER=2513_DE,GEN=28_MEMBER=810_DE,GEN=48_MEMBER=1424_DE,GEN=71_MEMBER=2124_DE,GEN=55_MEMBER=1639_DE
GEN=84_MEMBER=2514_DE,GEN=46_MEMBER=1377_DE,GEN=45_MEMBER=1328_DE,GEN=55_MEMBER=1639_DE,GEN=80_MEMBER=2388_DE
GEN=84_MEMBER=2515_DE,GEN=28_MEMBER=810_DE,GEN=2_MEMBER=38_DE,GEN=81_MEMBER=2424_DE,GEN=83_MEMBER=2478_DE
GEN=84_MEMBER=2516_DE,GEN=81_MEMBER=2413_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE,GEN=32_MEMBER=940_DE
GEN=84_MEMBER=2517_DE,GEN=71_MEMBER=2125_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2124_DE,GEN=83_MEMBER=2478_DE
GEN=84_MEMBER=2518_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=31_MEMBER=904_DE
GEN=84_MEMBER=2519_DE,GEN=31_MEMBER=904_DE,GEN=71_MEMBER=2124_DE,GEN=55_MEMBER=1639_DE,GEN=49_MEMBER=1459_DE
GEN=85_MEMBER=2520_DE,GEN=43_MEMBER=1276_DE,GEN=72_MEMBER=2153_DE,GEN=57_MEMBER=1691_DE,GEN=29_MEMBER=857_DE
GEN=85_MEMBER=2521_DE,GEN=81_MEMBER=2413_DE,GEN=45_MEMBER=1328_DE,GEN=4_MEMBER=113_DE,GEN=42_MEMBER=1238_DE
GEN=85_MEMBER=2522_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=80_MEMBER=2398_DE,GEN=48_MEMBER=1424_DE
GEN=85_MEMBER=2523_DE,GEN=43_MEMBER=1276_DE,GEN=48_MEMBER=1424_DE,GEN=83_MEMBER=2478_DE,GEN=42_MEMBER=1238_DE
GEN=85_MEMBER=2524_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE
GEN=85_MEMBER=2525_DE,GEN=68_MEMBER=2010_DE,GEN=43_MEMBER=1276_DE,GEN=50_MEMBER=1491_DE,GEN=29_MEMBER=857_DE
GEN=85_MEMBER=2526_DE,GEN=81_MEMBER=2413_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=80_MEMBER=2388_DE
GEN=85_MEMBER=2527_DE,GEN=68_MEMBER=2010_DE,GEN=45_MEMBER=1328_DE,GEN=32_MEMBER=940_DE,GEN=83_MEMBER=2478_DE
GEN=85_MEMBER=2528_DE,GEN=81_MEMBER=2413_DE,GEN=49_MEMBER=1459_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE
GEN=85_MEMBER=2529_DE,GEN=48_MEMBER=1424_DE,GEN=2_MEMBER=38_DE,GEN=50_MEMBER=1491_DE,GEN=42_MEMBER=1238_DE
GEN=85_MEMBER=2530_DE,GEN=48_MEMBER=1424_DE,GEN=52_MEMBER=1543_DE,GEN=4_MEMBER=113_DE,GEN=80_MEMBER=2388_DE
GEN=85_MEMBER=2531_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=31_MEMBER=904_DE,GEN=50_MEMBER=1491_DE
GEN=85_MEMBER=2532_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2124_DE,GEN=52_MEMBER=1543_DE,GEN=32_MEMBER=940_DE
GEN=85_MEMBER=2533_DE,GEN=81_MEMBER=2413_DE,GEN=43_MEMBER=1276_DE,GEN=45_MEMBER=1328_DE,GEN=38_MEMBER=1125_DE
GEN=85_MEMBER=2534_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE
GEN=85_MEMBER=2535_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2124_DE,GEN=80_MEMBER=2381_DE
GEN=85_MEMBER=2536_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2125_DE
GEN=85_MEMBER=2537_DE,GEN=43_MEMBER=1276_DE,GEN=72_MEMBER=2153_DE,GEN=31_MEMBER=904_DE,GEN=48_MEMBER=1424_DE
GEN=85_MEMBER=2538_DE,GEN=31_MEMBER=904_DE,GEN=57_MEMBER=1691_DE,GEN=49_MEMBER=1459_DE,GEN=80_MEMBER=2388_DE
GEN=85_MEMBER=2539_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE,GEN=80_MEMBER=2381_DE,GEN=50_MEMBER=1491_DE
GEN=85_MEMBER=2540_DE,GEN=68_MEMBER=2010_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2125_DE,GEN=83_MEMBER=2478_DE
GEN=85_MEMBER=2541_DE,GEN=81_MEMBER=2413_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2124_DE,GEN=50_MEMBER=1491_DE
GEN=85_MEMBER=2542_DE,GEN=81_MEMBER=2413_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=83_MEMBER=2478_DE
GEN=85_MEMBER=2543_DE,GEN=46_MEMBER=1377_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2125_DE,GEN=4_MEMBER=113_DE
GEN=85_MEMBER=2544_DE,GEN=28_MEMBER=810_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2125_DE,GEN=57_MEMBER=1691_DE
GEN=85_MEMBER=2545_DE,GEN=68_MEMBER=2010_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=32_MEMBER=940_DE
GEN=85_MEMBER=2546_DE,GEN=28_MEMBER=810_DE,GEN=31_MEMBER=904_DE,GEN=57_MEMBER=1691_DE,GEN=49_MEMBER=1459_DE
GEN=85_MEMBER=2547_DE,GEN=68_MEMBER=2010_DE,GEN=71_MEMBER=2125_DE,GEN=31_MEMBER=904_DE,GEN=57_MEMBER=1691_DE
GEN=85_MEMBER=2548_DE,GEN=81_MEMBER=2413_DE,GEN=71_MEMBER=2125_DE,GEN=49_MEMBER=1459_DE,GEN=57_MEMBER=1698_DE
GEN=85_MEMBER=2549_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE,GEN=57_MEMBER=1691_DE
GEN=86_MEMBER=2550_DE,GEN=71_MEMBER=2125_DE,GEN=31_MEMBER=904_DE,GEN=49_MEMBER=1459_DE,GEN=57_MEMBER=1698_DE
GEN=86_MEMBER=2551_DE,GEN=81_MEMBER=2413_DE,GEN=43_MEMBER=1276_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE
GEN=86_MEMBER=2552_DE,GEN=43_MEMBER=1276_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE,GEN=80_MEMBER=2388_DE
GEN=86_MEMBER=2553_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=46_MEMBER=1377_DE,GEN=57_MEMBER=1698_DE
GEN=86_MEMBER=2554_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE
GEN=86_MEMBER=2555_DE,GEN=81_MEMBER=2413_DE,GEN=43_MEMBER=1276_DE,GEN=46_MEMBER=1377_DE,GEN=4_MEMBER=113_DE
GEN=86_MEMBER=2556_DE,GEN=68_MEMBER=2010_DE,GEN=80_MEMBER=2388_DE,GEN=42_MEMBER=1238_DE,GEN=55_MEMBER=1639_DE
GEN=86_MEMBER=2557_DE,GEN=71_MEMBER=2125_DE,GEN=48_MEMBER=1424_DE,GEN=32_MEMBER=940_DE,GEN=49_MEMBER=1459_DE
GEN=86_MEMBER=2558_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2124_DE,GEN=31_MEMBER=904_DE,GEN=52_MEMBER=1543_DE
GEN=86_MEMBER=2559_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE,GEN=4_MEMBER=113_DE
GEN=86_MEMBER=2560_DE,GEN=71_MEMBER=2124_DE,GEN=31_MEMBER=904_DE,GEN=48_MEMBER=1424_DE,GEN=49_MEMBER=1459_DE
GEN=86_MEMBER=2561_DE,GEN=71_MEMBER=2124_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE,GEN=57_MEMBER=1698_DE
GEN=86_MEMBER=2562_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2124_DE,GEN=31_MEMBER=904_DE,GEN=57_MEMBER=1691_DE
GEN=86_MEMBER=2563_DE,GEN=81_MEMBER=2413_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE,GEN=50_MEMBER=1491_DE
GEN=86_MEMBER=2564_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2125_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE
GEN=86_MEMBER=2565_DE,GEN=43_MEMBER=1276_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2125_DE,GEN=80_MEMBER=2381_DE
GEN=86_MEMBER=2566_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE
GEN=86_MEMBER=2567_DE,GEN=28_MEMBER=810_DE,GEN=45_MEMBER=1328_DE,GEN=71_MEMBER=2124_DE,GEN=4_MEMBER=113_DE
GEN=86_MEMBER=2568_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=32_MEMBER=940_DE,GEN=2_MEMBER=38_DE
GEN=86_MEMBER=2569_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE
GEN=86_MEMBER=2570_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2125_DE,GEN=4_MEMBER=113_DE,GEN=80_MEMBER=2388_DE
GEN=86_MEMBER=2571_DE,GEN=43_MEMBER=1276_DE,GEN=72_MEMBER=2153_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2125_DE
GEN=86_MEMBER=2572_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=80_MEMBER=2388_DE,GEN=57_MEMBER=1698_DE
GEN=86_MEMBER=2573_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=57_MEMBER=1691_DE,GEN=80_MEMBER=2388_DE
GEN=86_MEMBER=2574_DE,GEN=28_MEMBER=810_DE,GEN=81_MEMBER=2413_DE,GEN=43_MEMBER=1276_DE,GEN=71_MEMBER=2124_DE
GEN=86_MEMBER=2575_DE,GEN=68_MEMBER=2010_DE,GEN=45_MEMBER=1328_DE,GEN=32_MEMBER=940_DE,GEN=57_MEMBER=1691_DE
GEN=86_MEMBER=2576_DE,GEN=68_MEMBER=2010_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE,GEN=23_MEMBER=670_DE
GEN=86_MEMBER=2577_DE,GEN=81_MEMBER=2413_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE
GEN=86_MEMBER=2578_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2125_DE
GEN=86_MEMBER=2579_DE,GEN=45_MEMBER=1328_DE,GEN=4_MEMBER=113_DE,GEN=49_MEMBER=1459_DE,GEN=42_MEMBER=1238_DE
GEN=87_MEMBER=2580_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE,GEN=52_MEMBER=1543_DE
GEN=87_MEMBER=2581_DE,GEN=81_MEMBER=2413_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2124_DE
GEN=87_MEMBER=2582_DE,GEN=28_MEMBER=810_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2124_DE,GEN=31_MEMBER=904_DE
GEN=87_MEMBER=2583_DE,GEN=4_MEMBER=113_DE,GEN=32_MEMBER=940_DE,GEN=81_MEMBER=2424_DE,GEN=80_MEMBER=2381_DE
GEN=87_MEMBER=2584_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2124_DE,GEN=31_MEMBER=904_DE
GEN=87_MEMBER=2585_DE,GEN=28_MEMBER=810_DE,GEN=81_MEMBER=2413_DE,GEN=68_MEMBER=2010_DE,GEN=86_MEMBER=2570_DE
GEN=87_MEMBER=2586_DE,GEN=28_MEMBER=810_DE,GEN=31_MEMBER=904_DE,GEN=52_MEMBER=1543_DE,GEN=4_MEMBER=113_DE
GEN=87_MEMBER=2587_DE,GEN=72_MEMBER=2153_DE,GEN=86_MEMBER=2570_DE,GEN=52_MEMBER=1543_DE,GEN=83_MEMBER=2478_DE
GEN=87_MEMBER=2588_DE,GEN=80_MEMBER=2398_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2124_DE,GEN=48_MEMBER=1424_DE
GEN=87_MEMBER=2589_DE,GEN=68_MEMBER=2010_DE,GEN=71_MEMBER=2125_DE,GEN=31_MEMBER=904_DE,GEN=48_MEMBER=1424_DE
GEN=87_MEMBER=2590_DE,GEN=80_MEMBER=2398_DE,GEN=31_MEMBER=904_DE,GEN=57_MEMBER=1698_DE,GEN=83_MEMBER=2478_DE
GEN=87_MEMBER=2591_DE,GEN=81_MEMBER=2413_DE,GEN=4_MEMBER=113_DE,GEN=83_MEMBER=2478_DE,GEN=23_MEMBER=670_DE
GEN=87_MEMBER=2592_DE,GEN=68_MEMBER=2010_DE,GEN=86_MEMBER=2570_DE,GEN=80_MEMBER=2381_DE,GEN=55_MEMBER=1639_DE
GEN=87_MEMBER=2593_DE,GEN=72_MEMBER=2153_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1698_DE
GEN=87_MEMBER=2594_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=31_MEMBER=904_DE,GEN=48_MEMBER=1424_DE
GEN=87_MEMBER=2595_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2125_DE,GEN=42_MEMBER=1238_DE,GEN=38_MEMBER=1125_DE
GEN=87_MEMBER=2596_DE,GEN=71_MEMBER=2124_DE,GEN=4_MEMBER=113_DE,GEN=81_MEMBER=2424_DE,GEN=42_MEMBER=1238_DE
GEN=87_MEMBER=2597_DE,GEN=71_MEMBER=2124_DE,GEN=32_MEMBER=940_DE,GEN=49_MEMBER=1459_DE,GEN=83_MEMBER=2478_DE
GEN=87_MEMBER=2598_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2125_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE
GEN=87_MEMBER=2599_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=48_MEMBER=1424_DE,GEN=80_MEMBER=2381_DE
GEN=87_MEMBER=2600_DE,GEN=28_MEMBER=810_DE,GEN=71_MEMBER=2125_DE,GEN=48_MEMBER=1424_DE,GEN=2_MEMBER=38_DE
GEN=87_MEMBER=2601_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=32_MEMBER=940_DE,GEN=80_MEMBER=2381_DE
GEN=87_MEMBER=2602_DE,GEN=28_MEMBER=810_DE,GEN=81_MEMBER=2413_DE,GEN=48_MEMBER=1424_DE,GEN=32_MEMBER=940_DE
GEN=87_MEMBER=2603_DE,GEN=28_MEMBER=810_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2124_DE,GEN=32_MEMBER=940_DE
GEN=87_MEMBER=2604_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=80_MEMBER=2398_DE,GEN=49_MEMBER=1459_DE
GEN=87_MEMBER=2605_DE,GEN=81_MEMBER=2413_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2125_DE,GEN=38_MEMBER=1125_DE
GEN=87_MEMBER=2606_DE,GEN=68_MEMBER=2010_DE,GEN=86_MEMBER=2570_DE,GEN=46_MEMBER=1377_DE,GEN=48_MEMBER=1424_DE
GEN=87_MEMBER=2607_DE,GEN=43_MEMBER=1276_DE,GEN=48_MEMBER=1424_DE,GEN=4_MEMBER=113_DE,GEN=32_MEMBER=940_DE
GEN=87_MEMBER=2608_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2125_DE,GEN=57_MEMBER=1691_DE
GEN=87_MEMBER=2609_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=71_MEMBER=2125_DE,GEN=57_MEMBER=1691_DE
GEN=88_MEMBER=2610_DE,GEN=28_MEMBER=810_DE,GEN=80_MEMBER=2398_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2124_DE
GEN=88_MEMBER=2611_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=32_MEMBER=940_DE,GEN=50_MEMBER=1491_DE
GEN=88_MEMBER=2612_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=43_MEMBER=1276_DE,GEN=83_MEMBER=2478_DE
GEN=88_MEMBER=2613_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=71_MEMBER=2124_DE,GEN=32_MEMBER=940_DE
GEN=88_MEMBER=2614_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=31_MEMBER=904_DE,GEN=32_MEMBER=940_DE
GEN=88_MEMBER=2615_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=71_MEMBER=2124_DE
